utterance,intent
소화도 잘 안 되고.. 몸에서 열도 나고 뼈도 쑤시고 그런 통증이 이어져요.,식욕저하
짧으면 이주. 길면 두세달... 우울하고 불안했어.,우울감
키키 너 운전하면 안되는거 아니냐,일상
맞아 자주 하면 손톱이 벗겨진다 하더라,일상
시어머니가 오신다고 하면 아무 의욕도 안 나고 안절부절해,초조함
그 친구 합병증 조심해야 할 텐데.,일상
딸 가진 게 부끄러워,죄책감
창작의 고통 진짜 힘들지.,일상
캐릭마다 스킬 같은 게 달라서 선택해서 하면 돼 하하,일상
아 진짜 연기 개못하더라,일상
진짜 너무 힘들어서 아침에 눈 뜰 때마다 그냥 확 죽어 버리고 싶어요.,자살충동
인생 마감하고 싶은 기분이야,자살충동
주책인 것 같아서 안 그러고 싶은데 눈물이 안 멈추네요.,슬픔
키키 너무 늦게 알았는데?,일상
살아가는 게 고통스러워요,절망감
요새 코인은 사기 코인을 조심해야 해,일상
결혼 키키 이미 했는데,일상
와이프랑 같이 사는 중이지,일상
근데 요즘에 드라마 보면서 되게 잘 울어.,슬픔
그래도 아이들 덕분에 예전처럼 우울하진 않아요.,우울감
행님은 기념일 잘 챙김? 키키,일상
경락 어디가 잘해,일상
그런가... 일하는 사람들이 너무 힘들지 않으려나?,일상
다 잘 안 되니까 먹는 것도 조절이 안 돼,식욕증가
"공원은 진짜 대박 많아 쓸데없을 정도로,",일상
홋카이도에 온천도 좋고 대게도 되게 맛있다던대!,일상
퇴원후에도 수술이 잘 된건가 하는 걱정이 너무 많았어요.,초조함
남편이 어떤 아버지였으면 좋겠어?,일상
막 잘하는 사람 2인용 혼자하고 그랬지,일상
나 커플젠가 하는거 좋아해 키키,일상
와... 후덜덜이다 여전히 이천대구나 확진자가,일상
바베큐 캠핑하면서 구워 먹으려면 사가야 하는 거지?,일상
거의 폭식하다시피 먹었지.,식욕증가
애기 태동 때문에 하루하루가 살기 싫어져요,외로움
자려고 누우면 절망적인 현실이 떠올라서 뒤척이게 돼,절망감
웃으며 넘기고 싶어도 하는 행동을 절대 넘길 수 가 없는 것 같아,분노
걱정이 많아서 머리가 터질 거 같아,초조함
맞아요 남자로 태어나면 결혼 육아 하실건가요?,일상
그런 건 시간을 내서라도 해야 합니다,일상
맞아 키키 넌 육류 섭취량이 너무 많아,일상
임신한 후부터 의욕이 사라지고 있는 것 같아,우울감
차는 고장 나면 수리비 장난 아니잖아 가스차도,일상
지금 내 상황 자체가 답답하고 힘들기만 한데,초조함
요즘 막국수 맛있는 데가 없더라,일상
왜 계속 깊은 잠을 못 자는지 모르겠어요,불면
배 아프다고 했는데 남편이 신경 안 써주면 억장이 무너지는 것 같아,슬픔
앜 키키 그 정도냐곸 키키 너무 진심이신데,일상
지금배워서 어디다가 쓰려구요.,일상
아들 낳고 보니까 부모님 기분이 뭔지 알겠는데.,죄책감
그럼 엄청 위험한 거 아냐?,초조함
누가 흔들어 깨워도 비몽사몽이야,불면
사관학도생이 쓰니깐 콜렉트콜로 전화하더라고,일상
먹고 싶은 거 먹기만 하니까 살만 찐다,식욕증가
응 근데 져서 무의미,일상
그리고 잠도 잘 못 자요.,불면
전세계적으로 인구가 70억이 넘어가잖아,일상
그래 그래 우리 모두 이뻐집시다 키키,일상
알재... 내 같은 기운을 가진 사람이... 어떤지?,일상
그래도 신랑 신부는 마스크 안 끼제?,일상
잘 챙겨드려,일상
혼자 한참을 울었던 것 같아요.,슬픔
주로 어떤 거 봐?,일상
이번에도 떨어지는구나 생각했었는데 진짜 그래서 너무 절망적이었어.,절망감
엄마랑 싸웠어,일상
아무튼 계속 이렇게 살다 보니까 자존감이 엄청 떨어지는 것 같아요.,자존감저하
비 오는 날에는 파전에 막걸리지,일상
"미팅은 여러 명이 하는 거고, 소개팅은 일대일 아니야?",일상
키키 나도 도전한다 갈치 구이,일상
항상 스트레스 받아 있는 상태다 보니까 뭔가 맨날 예민하고 날 서 있고,초조함
마자 곧 한다고 할 듯!,일상
안돼. 저 조그만 입에 입마개라니.,일상
나 항암치료 또 받을 자신이 없어.,자신감저하
아 별로 차이 안 나서 자주 싸우겠다 키키,일상
어... 어떻게 해야될지 모르겠더라 그냥 가만히 있었다,일상
너무 상처가 컸어요.,무기력
옆집때문에 선잠만 자게 돼요,불면
개선이 더 필요한 부분같아,일상
생각도 못한 효능이다,일상
사람이 막고 있으면 비켜 달라고 해,일상
여행 경비를 차곡 차곡 모아야겠어,일상
나도 얼른 여기서 나가고 싶어지네.,일상
뭔가 옛날 내 구남친 생각나서 극구 말리고싶었음,일상
뭘 어떻게 해야 할지 모르겠어요.,초조함
실수했던 것들 생각이 나서 밤에 잠도 안 와,죄책감
열이 나면 더 힘이 안 생기는 거 같아,피로
쓸쓸하고 괴롭다,외로움
그렇구나 그럼 넌 어떻게 할 거야?,일상
키키 무슨 역할로 나오는데,일상
추울 때 따끈한 국물 좋지 키키,일상
졸라어색하대,일상
시간 진짜 빠르네 키키,일상
하하 그럴수있지 한번 배낭여행 떠나보고싶다,일상
내가 얼만큼 고단한지 알아주는 사람이 없는 것 같아,외로움
난 좀 사라졌으면,일상
자다가 자꾸 뒤척이는데 왜 이러는지 모르겠네,불면
위로는 됐는데 계속 만나다 보니까 죄책감이 들어서 미안하고,죄책감
외출하면 신경이 더 날카로워져,초조함
나 태국 놀러 갔을 때 한번 해봤어 키키,일상
그정도로 인기가 있는 배우였나?,일상
아침 점호는 간이로 했어,일상
거지 같은 백수의 삶,분노
그러기엔 내 옷을 일 년 넘게 가지고 간 니 룸메를 생각해서라도 하하,일상
친정만 가면 아무것도 못 하겠어,피로
그것땜에 요즘 스트레스에요. 새 무서워하는 거 들키는 것도 싫고 걱정되고.,초조함
아이 문제로 너무 힘들어.,무기력
장교는 다르겠지만,일상
너무 답답해서 미칠 거 같을 때가 있어요.,초조함
모든게 남편 때문인 것 같아요.,분노
왜 이 모양일까 불쌍하면서도 용서가 안 돼,분노
일년에 한번,일상
웅 특히 지하철안이 더 더운거 같아,일상
어릴 때는 나 엄청 괴롭혔었는데 오빠가 고등학교 가고 부터는 나 엄청 챙겨줬어,일상
아무리 가족들이 있어도 항상 외로웠어.,외로움
당연하지 그것도 저마다의 방식이 있어,일상
근데 위생 생각하면 가고 싶진 않아,일상
그런 기분으로 도저히 잠이 들 수가 없어요.,불면
네 진짜 너무 바빴어요 네이버 조차 못 봤네요,일상
요즘 이거 때문에 잠도 안 오고 진짜 걱정돼서 미치겠다.,초조함
어떤 소원 빌거야?,일상
아기 때 집에서 혼자 울었던 게 기억나. 아주 옛날 일인데도 생생하게 기억에 남아있어.,슬픔
맞아요 키키 얘들 정성에 안 좋다고... 키키,일상
나도 난 요즘 입원 하고 싶다,일상
요즘 부쩍 불안해서 밤에도 잠이 안 와.,불면
나도 둥둥 뜬 거 진심 충격 울어써,일상
우리 부모님도 그려서.,일상
내가 PMS가 심한 편이어서 생리 전에 진짜 예민해져.,초조함
제주도 말고도 갈 만한 곳은 많을텐데,일상
그러게 키키 언니 남친은 엄청 잘 챙겨주는 것 같더라!,일상
맞아 지금 가격이 장난이 아니래,일상
너무 무기력해서 미칠 것 같아,무기력
일어나도 계속 잠에 취해서 멍하고 머리가 무거워,우울감
너가 알고 있으면 알려주면 안돼?,일상
일상생활이 불가능한 느낌이야. 더 이상은 버티기 힘들어.,무기력
키키 진짜 그렇긴 한데 혼자 살았으면 어땠을까 가끔 상상해,일상
키키 웃기당 나도 연애 하고 싶다,일상
젊은 친구들만 보면 괜히 속상하고 패배감이 들어요,우울감
그치? 키키 그래도 빌라는 이런 제도가 있어서 좋은 거 같아,일상
유산할까봐 계속 자다 깨는 것 같아,불면
자주 보면 용어는 습득 될 것 같당 하하,일상
우리 집에서 5분정도 나가면 한적한 곳이 있거든 거기가 괜찮은 것 같아,일상
그거 신경 쓴다고 잠도 못 잤어요.,불면
몸이 휘청댈 만큼 피곤하지만 머리가 잠 들지 못하는 느낌이예요.,피로
시간마다 깨고 불안해하고 얼마 전부터는 두통까지 생겼어.,불면
임신 전에 관리를 못한 것 같아서 아이한테 다 미안해,슬픔
깊은 잠을 못 자서 낮에도 계속 몽롱해,불면
그런데 막상 그만두려고 하니까 힘드네요.,무기력
요즘 성격이 우유부단하게 변했음,자신감저하
날이 더워서 그런지 식욕이 없어. 밥을 거의 못 먹어.,식욕저하
뭘 해도 원망스러움이 사라지지 않아,죄책감
2007년 9월 쯤부터 소화가 잘 안 됐어.,식욕저하
왜 이렇게 억울한지 모르겠어,슬픔
조금만 먹어도 배가 부르다,식욕저하
그래서 밥도 잘 안 넘어가서 뭐만 먹으면 자꾸 체 해요.,식욕저하
최악의 상황만 생각하면 그렇게 허망하고 화가 날 수 없어요,분노
나 춘천가야하자나,일상
70만원 정도 들었어,일상
담양에도 맛집 있을테니까,일상
와 길게 하네 부담스럽겠다.,일상
국채금리는 시장경제에 바로 영향오지않나?,일상
살 길이 막막하게 느껴지니까 아기도 포기하고 싶어,절망감
맞아 그리고 세금도 잘 내야 돼,일상
난 팥 !,일상
로스트아크? 피씨로 하는 거야?,일상
정말 내가 왜 이러는 걸까?,초조함
딸기 피자 같은 것도 있나,일상
일이 바쁘니까 오히려 더 늘어지네,불면
그게 좀 애매함 키키,일상
완전 속 시원하지 않아?,일상
그건 안 괜찮은거야. 괜찮은게 아닌거네,일상
한국 사람을 대표해서 대신 사과합니다!,일상
일 할 수 없을 정도로 피로했던 것 같아.,피로
자동차 전시회 보고 오니까 운전하고 싶노,일상
뭘 해도 즐겁지가 않아요,무기력
양말 개는 것도 못 하겠어,피로
키키 외국어 공부가 따로 하려니 엄두가 안나더라 키키,일상
상상만 했는데도 싫다,일상
진짜 내가 왜 그랬을까 싶고 죽고만 싶어요.,죄책감
와 그럼 잠 못 잘 거 같아 키키,일상
잘 때 숨을 안 쉬는 게 되게 오래 가,불면
에이 키키 장난친다 또,일상
유산하고 내 인생이 끝난것 같다는 생각이 들었어,절망감
나는 남자친구가 바람을 피는 것 같아,일상
과거에 내가 싼 똥을 이제야 밟는 거 같아,죄책감
초조하고 몸이 심하게 묵직해서 일상이 망가진 거 같아,초조함
오호 그럼 작품들을 볼 수 있나?,일상
나도 다른 곳은 안하게 되던데 어떻게 그렇게 청소하지...,일상
눈 떠 있으면 온갖 나쁜 생각이 다 들어서 계속 자요,우울감
자다가도 피가 거꾸로 솟아.,일상
혼자서 생각에 빠지면 모든 게 다 내 잘못 같아,죄책감
나는 엄마 구할랭 키키 자식 몰라...,일상
애 낳기 전에는 52kg였는데 지금은 40kg에요.,식욕저하
윷놀이랑 널뛰기 같은거 아니야?,일상
의욕이 안 생겨서 너무 힘들어,우울감
저번에도 멍 때려서 위험한 일이 생길 뻔했어,우울감
거긴 밤에만 돌아 다니면된꼐,일상
결혼하고 나서 괜히 내 인생망친 것 같고 쓸쓸해,외로움
내일 아침 10시에 오픈하니 도전해 봐 키키,일상
그럼 우리 만나서 같이 먹을래?,일상
저녁이 되면 신경이 더 날카로워지는 거 같아,초조함
며칠 전 병원침대에서 떨어졌는데 이상이 있을까 봐 너무 불안해,불안
사람들이 예쁘다고 해줘도 내가 너무 못나 보여.,자존감저하
업무 스트레스 너무 심해서 아무것도 못 해,피로
내 얼굴이 어찌나 밉던지..,분노
우리는 원피스 틀어놓고 다같이 원바운드 하고 그랬어,일상
치킨에 생맥 500마시던 때가 자꾸 생각나서 힘들어,슬픔
그치 갑자기 운전하다가 앞이 잘 안보일수도 있고...뭔가 주기적으로 운전 시험을 봐야할 듯,일상
난 살짝 재능충이라서 가능한 거 같아,일상
와 맞아,일상
어찌나 짜증을 내는지,일상
근데 나도 그때는 그냥 집에서 밖혀 있었을 때라 잘 실감은 안 나는데 그때 하도 웃긴 사진들이 많았어서 생각이 난다 키키,일상
그이에게 이상한 짓이라도 할까 봐 걱정이 많았거든요.,초조함
에이 다 마케팅이지. 그걸 속냐?,일상
남편이랑 대화할 때 나를 깔보는 느낌이 많이 들어.,자존감저하
현실에 불만이 많으니까 이런 생각을 많이 한 것 같아요.,분노
그래 놓고 장사 못하게 한다고 시위하고,일상
며칠 뒤에 유도분만할 생각하니까 너무 떨려,초조함
맞아 진짜 엄마는 존경해야 되는 인물이잖아,일상
조금만 잠들다가도 깨고 또 깨고.,불면
너무 우울하고 무기력해지니까 취미거리도 이것저것 하는데 다 재미없어,우울감
자꾸 늘어지는 게 너무 끔찍해,불면
내 곁에 아무도 없는 것 같아,외로움
대만이랑 중국이랑 전생 루머 돈대 하하,일상
있는 거도 제대로 못 쓰겠다.,일상
다들 나한테만 난리야,자존감저하
그래 우리 그날 많이 안 힘들었어,일상
지옥인가 뭔가 그거 재밌을것같던데,일상
저도 오늘은 바쁜데요?,일상
그런 종류도 많이 들었지.,일상
옆에서 옳은 소리 바른소리하면 기분나빠,일상
할아버지 혼자서 외로우시겠다,일상
한참을 혼자 울었던 것 같아.,슬픔
그러게. 어떻게 줄이지?,일상
옷 스타일에 따라 다르지 않나,일상
입 안으로 계속 밀어 넣어,식욕증가
지금은 체중 6kg 감소.,식욕저하
지금 내 심정을 말할 수가 없어 얼마나 힘든지,무기력
아기때문에 자도 자도 피로가 풀릴 새가 없어,불면
이거 가격도 저렴하고 괜찮음,일상
저도 사람이다 보니까 그렇게 미움 받으면 화가 나잖아요.,분노
맞아 그래서 엄마가 지금 못 참는 중이야,일상
비관적인 생각들이 감당할 수 없을 정도로 밀어닥치는 느낌이야,절망감
계속 불안하고 마음이 진정이 안되길래 약국에서 진정제를 사먹었는데 아무 소용이 없어.,불안
헐 아파도 말도 못하고,일상
혼자 있을 때도 가슴이 울렁거려,불안
그렇구나 위치는 어딘데?,일상
그냥 모든 일에 다 화가 나. 왜 다 내 뜻대로 안 되지?,분노
업무 효율이 더 올라갈것 같은데 말이야,일상
진짜 좋은 건 억 대까지도 가더라,일상
응 키키 맛있으면 추천하께,일상
이사 때문에 신경을 많이 써서 나른하네,피로
밤에는 마음이 싱숭생숭해지면서 화가 나고 답답해,슬픔
서장훈도 그때 한참 잘나갔었거든요,일상
존웃 키키 상상된다 키키,일상
엄청나게 싸우다가 언제 싸웠냐는 듯 얘기하는 것 같아,슬픔
그때부터 자식들 얼굴을 보기가 싫고 우울해지기 시작한 것 같아요.,우울감
아니면 새벽에 패드에 오줌쌌을수도 있어,일상
제일 힘든건 나인데 상처만 주니까 왜 살아야 하나 싶고 그랬어,자존감저하
안 슬퍼도 눈물이 나.,슬픔
조용해서 좋아요,일상
진짜 어이없네 동료가 무거운 거 들면 걍 서로 돕는 거지 무슨,일상
제가 엄마한테 전화하라고 할게요!,일상
응 분장도 완전히 똑같다,일상
물만 마셔도 속이 더부룩해,식욕저하
스터디 그룹을 해본적 있어?,일상
영양제로 지키는 건강 키키,일상
집중이 안 돼서 하기 싫다,집중력저하
탈색이 수건에 묻어 나온다는 거 맞지?,일상
드라마 내용이 이해가 안 돼,집중력저하
그래서 되게 배신감 느꼈어. 진짜 말할 줄 몰랐거든.,죄책감
걱정이다..,초조함
네 곰팡이 골치네요,일상
입맛이 없어서 밥을 먹기가 힘들어.,식욕저하
먹을 땐 먹는 게 조절이 안 되는데 먹고 나선 계속 죄책감이 들어,슬픔
아니 언니,일상
웅 근데 그거 하길래 봤는데 재밌더라 웃겨 그거 키키,일상
친구들 보면 결혼 하고 싶은 마음이 하나 안 들어...,일상
잠도 안 오고밥도 안 넘어가.,불면
몽롱하고 팔다리가 무거워,피로
연민이라는 감정이 들어,슬픔
아기랑 둘이 살아갈 생각을 하니 좌절감이 너무 심하게 들어,절망감
혼자 있으면 더 우울해,우울감
"잠을 깊게 못 자고, 한 번 깨면 잠이 안 와요.",불면
정말 생각의 전환이지.,일상
가족들이랑도 가고 혼자서도 가고 언니랑도 가고,일상
그런데도 탈락 소식 들으니까 너무 속상하더라.,슬픔
욕실 물이 새는거 같아,일상
추억 많이 쌓고 와 가족들이랑,일상
사람들이랑 회의하다가 욱할 때가 너무 많아졌어,초조함
횡단보도를 건너다가 차에 치여서 죽고 싶어.,자살충동
매일 이렇게 심심할 수가 없잖아,외로움
마누라가 암 걸린 게 나 때문은 아닐까 싶어서 죄책감이 들어.,죄책감
그니까 키키 뭐 나쁠게 없다 그런 건지 뭔지,일상
겨울이 오니까 다시 마음이 허전해지는 것 같아요.,감정조절이상
낚시 가고 싶다,일상
딸 키운 것 말고는 얻은 게 없다는 생각이 들어서 되게 허무해졌어.,감정조절이상
지역 거야!,일상
취미생활을 해도 의욕이 안 생겨,우울감
요새 부쩍 허망하고 분노 어린 감정이 생겨,분노
불안해서 그런지 요즘 잠도 잘 안 와서 너무 힘들어요.,불안
왜 일이 이렇게 됐을까 싶은 생각이 들면서 어떤 거에도 의미를 두고 싶지가 않아,슬픔
야끼소바 먹고 싶다,일상
기억력도 떨어지고 집중력도 떨어지는 것 같아.,집중력저하
나 열이 없는 남자야 왜 이래 키키,일상
서울은 개멀지만 재밌어,일상
내 행동이 너무 느려서 미칠 거 같아,초조함
몸이 아프니까 더 살기 싫더라.,자살충동
교수님이 너무 원망스러워요.,분노
결혼하고 나서 계속 우울했어.,우울감
엄마 때문에 힘 빠져,피로
보아 나오니까 봐라...,일상
내 주위에도 꽤나 외국인 형부가 있어,일상
왜 우울하지,우울감
격리 안 하길 기도해주께,일상
정확히는 모르겠는데 설마 인사팀에서 거짓말 하지는 않겠지,일상
네 키키 변함없는 맛이에요,일상
"응, 매니큐어 종류도 다양하기도 하고 요즘은 인조 네일도 많이 팔더라고",일상
키키 아니다 헬스 한다 그런데 난 위험할까 봐 아침 7시에 감,일상
요즘 진심 정신 이상자가 너무 많아서 무서워여,일상
무릎 더 안 좋아질까 걱정이네,일상
아무렇지 않은척 일하고 있는데 너무 힘들어요.,무기력
몸이 튼튼하질 않아서 버티는 것도 버거워요,불면
대신 좀 귀찮을 듯 하하.,일상
키키 나는 이미 쌍수는 했어,일상
한의원 가면 침도 놔준다던데 키키,일상
뇌가 멈춘 거 같은 기분이야,집중력저하
회사에서 눈치 주니까 내가 죄인처럼 느껴져,죄책감
근데 그거랑은 별개로 저 자체가 되게 무기력해졌어요.,무기력
"원래 안 그랬는데, 작년부터 일을 할 때 확인을 안하면 불안해요.",불안
네 키키 요구르트도 먹고 과자도 먹고,일상
일만 겨우 하고 그 뒤엔 아무것도 못 하겠어,피로
밥도 하기 싫어,무기력
그랬던 애가 지금은 이렇게 됐다고? 키키,일상
맞아 가는만큼 배우는 것 같아,일상
딸 부쩍 날씨가 선선해졌지 아침 저녁 일교차 잘 대비하고 있니?,일상
회사에서 부당한 대우를 받는것 같아서 너무 힘들어,자존감저하
근데 커피를 안 마시면 생활이 안될 정도로 피곤하거든,피로
넷플릭스 오징어 게임 굿즈가 인기가 있나보더라고,일상
가족조차 나를 버릴 수 있는데 내가 제대로 살긴 한 걸까 이런 허무감이 들었어.,감정조절이상
뭔가 진짜 덩치 핵크고,일상
엉 키키 동생이 날 살찌우고 있다,일상
너 성깔이 더 더럽다는 걸 보여주세요,일상
대전 엑스포 아직 있음?,일상
과하다 싶을 정도로 엄청 자,불면
너무 걱정이 돼서 요즘 식욕도 없어요.,초조함
왜 나는 편하게 잠을 자지 못할까..,불면
당장 부모님한테 말도 못 했는데 그것도 너무 걱정돼요.,초조함
너무 속상해서 소리를 질렀어요,슬픔
"처음 알았어 대박이구나,",일상
애가 너무 안 크는 거 같아서 마음이 초조하고 무거워,초조함
염색이 정말 머리 손상에 직격타야,일상
아니아니 하하 아는동생이 갖고 있어서!,일상
진통제까지 먹으니까 속도 안 좋아지는 것 같아.,식욕저하
남편이 듣기 싫다고 해도 어쩔 수가 없어요. 찬송가가 없으면 잠들 수가 없으니까요.,불면
원래 서는 근무인데 따로 뭘 해주는 것도 그림이 영 아니지.,일상
갑자기 찾아오더라고...,일상
넌 잘 해결했구나! 나도 다음엔 이런 일 없으면 좋겠네.,일상
옆에 누가 있을 때면 잠드는 게 진짜 힘들어,불면
폭식하면서 지냈어.,식욕증가
막상 출근하기 시작하면 이상한 사람들 많을까 봐 걱정이네.,초조함
내일 오전에 맞고 간다고? 용감쓰,일상
아 노제는 완벽해 진짜...,일상
낼 처도리 고 하냐?,일상
임신하기 전부터 걱정이 진짜 많았어.,초조함
지금까지 회사에서 쌓아왔던 것들이 다 사라졌어요.,감정조절이상
그러게요 군대가서 다치고 죽으면 최악인데,일상
어쨌든 팬대믹이 다시 발생하는 것만은 막았으면 좋겠군요.,일상
다른 것도 병행해 봐.,일상
요새 스파오 히트택도 괜찮더라,일상
"술도 못하고 담배도 못하는 날 두고 술, 담배 하는 게 너무 밉잖아",분노
왜 이리 공허하지,상실감
그치 키키 여자 잔소리는 다 똑같아,일상
힘이 딸려서 물건도 못 들겠어,불면
아... 우리 낚시 못가는 거니...,일상
책이 눈에 안 들어와,집중력저하
그냥 뭔가 어릴 때 방학도 생각도 나고 물을 좋아해서 그런 거 같아요!,일상
불을 끄면 잠이 안 와. 그냥 정신이 엄청 말똥말똥해져.,불면
힘이 달리니까 아무 것도 못 하겠어,불면
스트레스 받아서 잠이 안 오는 걸,불면
시댁만 가면 시어머니가 쏘아봐서 고개를 못 들겠어,자존감저하
티비로 보니까 정말 재밌더라구요,일상
모든 걸 다 포기하고 그때로 다시 돌아가고 싶어져,슬픔
10cm 노래 중에 폰서트도 좋아,일상
나 세면 도구만 챙기지 딱히 없어,일상
왜 자꾸 서러운 마음이 들지,슬픔
벌도 많고,일상
밤에 잠이 안 와. 매일 두 시간씩은 뒤척이는 것 같아.,불면
그치 그냥 배달이 속편해,일상
감정에 변화가 없다,감정조절이상
사람들이 서로 피하게 된 게 가장 슬프더라구요,일상
나 자신이 바보처럼 느껴져.,자존감저하
그냥 전부 다 하기가 싫어요.,무기력
자기 연민이 심해져,슬픔
마시기 참 쉽지는 않지만. 의식하고 많이 드세요 하하,일상
살고 싶은 맘이 안 들어,자살충동
시어머니한테 전화 오면 신경질이 나,초조함
시어머니 잘 못 만난 거 같아서 억울해,죄책감
가족들한테 말하면 다들 자기 탓을 할 것 같아서요 그건 너무 미안하잖아요.,죄책감
천지에 나만큼 고독한 사람은 없을 거야,외로움
임신초기부터 자꾸 집중력 떨어지고 우울해지는 것 같아,우울감
내가 제일 잘할 수 있는걸 못하니까 절망스러웠어요.,절망감
그 때만 생각하면 온몸이 떨리고 입맛도 없고,식욕저하
그게 뭔데?,일상
무슨 일로 싸움 남?,일상
아무 이유도 없는데 다들 나를 얕잡아봐.,자존감저하
가까운 역은?,일상
나 명품 가방 팔아 봤어 하하,일상
집중해야 하는데 기분 꿀꿀해지면 안 하게 돼,우울감
산청에서 모든걸 해결해버림,일상
그러다 이번에 드디어 합격을 했는데 그냥 우울해.,우울감
그래 그런게 문제이긴 하겠다...많은 사람들이 이용하는 시설이라서,일상
요즘 스트레스가 심해서 조마조마한 마음이 들어,초조함
응 앨범제작했대...,일상
아무리 재미있는 공연을 봐도 통쾌하지가 않아,무기력
위대한 쇼맨도 진짜 재밌었던 거 같아요,일상
인생이 캄캄하다는 생각이 드니까 친구들도 보기 싫더라,절망감
키키 어렸을 때 했으면 그것만 했을 듯,일상
어제도 역시나 한골 넣었더라,일상
상사가 뭘 시키면 오래걸려서 저 스스로도 되게 답답해요.,초조함
집 앞에서 간단하게 서빙 알바를 하는 거였는데 진짜 너무 힘든 거야.,무기력
나도 이러기 싫은데 자꾸 건강을 걱정하게 돼.,초조함
"이제 겨울이니까, 겨울엔 그냥 스키 타러 가는 게 좋겠다.",일상
원시림이 훼손되고 있다고 해.,일상
웅 난 몰라,일상
예전에 비해 요즘 군대 문제점이 들어나는 이유가 뭘까?,일상
아무 희망이 없고 콱 죽어버리고 싶은 마음만 들어.,자살충동
음 요즘 보는 건 그것만 있어,일상
응 달라...파라핀은 진짜 돈 값한다고 생각합니다,일상
강호동네 아들은 엄청 예의바르고,일상
계속 늘어지는 거 고쳐보고 싶은데 잘 안 되네,불면
피부과는 한번 가니 비용이 너무 부담이더라,일상
한 가지 행동에 오랫동안 집중을 못 해.,집중력저하
"잠을 못 잘 때는 아침까지 못 자는데, 잘 때는 하루종일 잠만 자.",불면
넌 과외 해본적 있어?,일상
날씨도 덥고 식욕이 정말 하나도 없어,식욕저하
아 근데 머리가 요즘 다들 머릿결이랑 빠지는 거에 엄청 신경 쓰더라구요,일상
발작이 끝난 다음에도 계속 불안하더라.,초조함
나 때문에 실패한 거 같아,죄책감
맞아 현관문이 열리고 닫히고 하는 것도 다 핸드폰으로 다 알려주더라,일상
날씨가 쌀쌀해지니까 스키타러 가고 싶다,일상
비가 갑자기 졸 많이 오고,일상
상디가 엄청 강해졌거든 키키,일상
"만약 혼자 있었으면 게임 속에 들어왔나, 아니면 내가 황천길 건넜나 생각했을거야 키키",일상
하루는 토요일 밤에 자서 월요일 새벽에 깬 적이 있다니까?,피로
진짜 관리해야 되겠네,일상
더 없어?,일상
돈이 아깝지만 스트레스 진짜 사라진닼,일상
일찍 가면 있을걸,일상
되게 맑지?,일상
내가 허리가 좋지 않아서 쉬는 중이야!,일상
자꾸만 우울해져요,우울감
원인은 모르겠는데 너무 우울해져서 자꾸 자게 돼,우울감
그래도 지각하는 것보다는 낫잖아.,일상
세상에는 나와 우리 애기 둘 뿐인 것 같아,외로움
내가 너무 둘째만 신경 쓴 거 같아서 첫째가 안쓰러워,죄책감
그리고 나는 여행 가서 쇼핑 하는 것을 즐겨,일상
"저번주 시내갔을때 샀거든 뭐,그럴로 퉁칠꺼같다,",일상
억울하니까 너무 미워져요,슬픔
근데 뭔가 기억나는 거 같기도 키키,일상
나도 우리 주임원사 할아버지 인줄 알았어.,일상
무신사에 옷 많나 ?,일상
친구들과 어울리고 집에 오면 너무 외로워요,외로움
맞어 뭔가 우주에 붕 떠있는 느낌,일상
누가 왜 이러냐고 물어보는 것도 스트레스야. 맨날 넘어졌다고 할 수도 없는 노릇이고,초조함
주로 홍어?,일상
25년 만에 핀 꽃이래 키키 으윽,일상
"속상하고, 기분이 안 좋았어요.",슬픔
미궁 속을 헤매는 느낌이야,절망감
자는 게 어려워서 미칠 지경이야,불면
어제도 다이어트한다드만 닭다리 묵든데,일상
그 맛에 하는거지! 신규 게임 재밌는거 발견하면 공유하자,일상
덕분에 사고가 많이 줄었답니다,일상
진짜로 물이 나와? 어디루?,일상
그럼 너가 돈 더 번걸로 되는거잖아? 그치?,일상
이따가 내가 전화할게,일상
엄마 아빠가 너무 눈치 주니까 나도 힘들어.,자존감저하
얼굴이 우울해보인다고 했대요.,우울감
근무일도 다르다고 하고요.,일상
하긴 가격대가 좀 높긴 하더라 그래도 건강 생각하면 괜찮지 않나,일상
고양이들도 집에서 키우려면 중성화는 필수겠구나...,일상
"전남편이랑 이혼하고, 너무 힘들었어요.",무기력
개발 회사의 벡엔드는 뭐해?,일상
키키 진짜 안 생기도록 관리 잘 해야겠다,일상
너 정글의 법칙 김병만 알지?,일상
잔소리하고 치워 주시긴 하지 키키,일상
응 대리점에서 사면 요금제 때문에 비싸,일상
강아지 기분 풀어주려면 어떻게 해야하지,일상
보면서 추억에 젖었겠다.,일상
아침에 운동하고 출근하나보네,일상
정말 너무 힘들다. 그냥 죽어버리고 싶어.,무기력
꼬꼬무 행님도 보나 키키,일상
손님이 짜증을 내면 순식간에 기분이 가라앉으면서,우울감
계속 깨나는 이유도 모르겠어,불면
어 그런데 코로나 때문에 기내식 그냥 빵 나오더라고...,일상
학원강사 하려고 유학까지 간게 아닌데 너무 우울하네요.,우울감
그래서 외출을 하면 너무 피곤해요.,피로
실수 한 번 없이 완벽하게 일한다고 칭찬받는 게 기분 좋은 일인데 난 하나도 기분이 안 좋아.,우울감
오 PX화장품 뭐 써봤어?,일상
집 버리고 싶다고 난리임...,일상
현실적으로 그럴 수 있을 것 같지 않아서 너무 우울해.,우울감
