utterance,intent
그건 병원이랑 달라? 맥을 짚는겨?,일상
키키 연락 오면 뭐 사 달라 연락 오고 그러지,일상
너무 좋아 카페 가는 것이 키키,일상
슬럼프 때문에 밤에 잠도 못 자는 정도야,피로
안했다고 입장 밝혔지 않아?,일상
어 대박이지,일상
요즘 자존감이 진짜 땅바닥을 기어다니는 것 같아.,자존감저하
버스를 탔는데 사람이 많으면 너무 불안해.,초조함
맞아 좀 여러곳에 생겼으면 좋겠다,일상
그그 수분팩도 한번 해바 하하,일상
가족력이 있으면 암 발병 위험이 높대,일상
그렇지 않으면 뭔가 찝찝하고 불안하거든.,불안
대학교 1학년 때부터 기운이 하나도 없고 머리가 자주 아팠어요.,피로
구몬교육이 더 잘 가르친다고 들은 거 같아,일상
다음달에 출산이라 불안한 것 같아,불안
해줄 리가 없지 키키 그래도 밥이랑 김치 같은 거는 공용으로 먹을 수 있게 해주더만,일상
경락은 비싸니까 롤로 정하자,일상
카톡을 감시하는 느낌이 들어서 대화도 제대로 못하겠어,자존감저하
별거 아닌 일에도 쉽게 짜증이 나더라.,초조함
그렇죠. 기초부터 열심히 해둬야 될 것 같아요.,일상
뭔가 내 몸에 이상이 생긴 건가 싶었어요. 병원에 가야 하나,초조함
이때부터 내스스로를 조절하기가 어려워 치료를 받아야겠다는 생각을 했어.,감정조절이상
그래서 결말을 몰라,일상
뭔 어디다 버리면 봅슬레이마냥,일상
그거 누가 당첨되는 거야 키키,일상
중국 음식 엄청 기름지지 않아?,일상
화장실이 다 너무 좁아...,일상
전원주택 좋죠 관리 어렵지 않을까요?,일상
실수가 없는 편이예요. 사람들에게 인정은 받는데 정작 나 자신은 괴로워요.,무기력
한 번 뛰어내리면 영원히 끝나잖아,자살충동
가족이 점점 소중하네,일상
진짜 앞으로 어떻게 해야 할지 너무 막막해.,절망감
여름에 친구들이랑 일본 갔다가 죽을 뻔,일상
하지만 언니는 스티커를 샀지.,일상
보드게임하면 당연히 부르마블이지!,일상
가까운 사람들에게 화만 나고 내가 뭐 하는 건가 싶어,분노
짜증이 많아져서 괴로워,초조함
억울하기도 해.,슬픔
응 이런류의 게임이 나는 좋더라,일상
성격 느긋해 보인다는 소리를 많이 들어,자신감저하
불면증 때문에 오히려 낮에 피곤함이 몰려와,불면
나는 이제 진짜 나만 없어.,일상
유방암인 건 아닐까 많이 걱정 됐어요.,초조함
그 자식은 부모 자격이 없어.,분노
그래서 그런지 공부 하는 게 영 재미가 없어.,무기력
화가 났다가 풀렸다가 화가 났다가 마음이 짠해져요,분노
불 같이 화를 내다가도 왜 이렇게 살아야 하나 그런 생각이 들어,분노
나도 내 머리가 좋지 않은 걸 아니까 한숨만 나오지.,자존감저하
그런 것도 있구나.,일상
가을이 좋아 겨울이 좋아?,일상
예고편 봤는데 졸잼일 듯,일상
내가 얼마나 멍청한 지 깨닫게 해준다는 거야.,자존감저하
회사 때문에 너무 피곤하고 멍해,피로
직장 관두고 나니까 잠이 안 와요,불면
가맹점 검색,일상
나는 베이지색으로 차분한 분위기를 내는 게 좋을 거 같아.,일상
오 키워보니까 어떻대?,일상
요즘 버스비 너무 비싸,일상
프리랜서로 일하고 싶어.,일상
밤은 다이어트에 정말 좋은 음식이지,일상
맞아 연예인들 특히 음주 사고 많은데 그러면 안돼,일상
그게 너무 힘들어요.,무기력
둘 중 하나 고르는 것도 어렵다,자신감저하
그래도 그건 다행이다,일상
고등학교다닐때는 뒷머리도,일상
키키 옆에 괜찮은데 있으면 나도 알려줘,일상
능력 없는 인간 같아서 죄송하고 괴롭네요,자존감저하
몸에 기운이 하나도 없고 축 처져서 아무것도 못 하겠어,피로
체감은 지금이 겨울이야,일상
시계 초침소리도 신경쓰여서 잠을 못 잔적도 많아.,불면
운전할 때 욱하는 거 같아,초조함
식욕저하로 밥냄새 맡는것도 싫은 느낌이야.,식욕저하
세상 무너지는 기분이 들어,슬픔
아닝 하루 이틀 정도 오는거 같다,일상
약간 현실적인 유툽 하나 파,일상
요즘은 더 심해진 것 같아요. 한 2시간은 침대서 뒤척이다가 겨우 자요.,불면
둘이서 놀 수 있는 보드게임 카페도 좋을 것 같아,일상
살아갈 이유가 없어. 누가 나를 죽여주면 좋겠어.,자살충동
키키 아 그럼 내 첫 연애 상대가 첫사랑임 키키,일상
"너무 답답하고, 미치겠어.",초조함
이미 과체중이라 글러먹은 것 같아,식욕증가
뜨끈한 스파나 온수풀에 가고 싶다 하하,일상
생각이 많아서 잠드는 게 어려워,불면
사람들이 미운게 아니라..제 자신이 미운거예요.,죄책감
"아하, 되게 부럽다 내 남친은 한 달에 한 번씩 가",일상
너무 초조하고 불안하고 땅을 밟고 있는 느낌이 안 들고.,초조함
키키 영양제가 참 신기해요 키키,일상
집에 오면 울기도 하고 그랬었어.,슬픔
동물관련 뉴스만 보면 그렇게 분노가 막,분노
뭐든 게 지루하고 시간이 너무 느리게 가는 것 같아,무기력
하루 웬 종일 걱정만 하고 앉아있는 거 같아,초조함
좀 무지해 보이는 사람 말하는 건가?,일상
이게 집단지성의 힘인가?,일상
남들은 그런 거 하기도 힘들어,일상
잠이 평소보다 더 늘어났어.,피로
신랑 때문에 감정기복이 너무 심해졌어,초조함
스트레스를 풀 수도 없고 자꾸 기분은 안 좋으니까 뭔가 부수고 싶더라,외로움
밤에 잠도 잘못자고 그래서 몸무게도 되게 적어요.,불면
추석 확산세에 줄줄이 연휴가 있는데 이러다 위드코로나 못가는 거 아니야,일상
정착생활을 하고자 영끌해서 하나 샀습니다,일상
나한테 냉소적이게 대하는 이유를 모르겠어.,자존감저하
10년도 더 돼서 가물가물하네 키키,일상
요즘 아이돌 앨범들을 다 사나?,일상
백 키로 넘을 것 같아,식욕증가
가을만 되면 잠을 계속 설쳐요,불면
경력이 단절돼서 자존감이 떨어졌어,우울감
진짜 밟아 죽여버리고 싶어.,분노
안 그래도 나도 귀찮아져서 대충 샀었거든 쿠팡 써봐야겠다 하하,일상
키키 아니 못 따라가면 혼자 스르르 구역 연습,일상
시댁이랑 부딪히는 일이 많아져서 넘 피곤하고 졸려,피로
기분 좋은 걸 해도 울적하고 계속 그 상태야,외로움
맨날 일만 해서 그런지 많이 약해졌어,불면
나도 월급받고 싶다,일상
계속 침울하니까 혼자 일기 써,우울감
한약 먹으면 건강에 좋은가,일상
"어 키키 나중에 5명 완전히되면 가는걸로 아님 반도녀만이라도 가면 난 간다, 키키",일상
최근 들어서 집중하기가 어려워졌어요,집중력저하
아무리 생각해도 문제될게 없는데 요즘 다시 불면증이 생겼어.,불면
위로는 됐는데 계속 만나다 보니까 죄책감이 들어서 미안하고,죄책감
그렇게 열심히 관리했는데도 수술해야 한다는 소리 들으니까 세상 무너지는 것 같았어,슬픔
너무 허망해서 정말 죽고 싶다는 바보 같은 생각도 들었어,슬픔
그냥 들어오다가 문이 열리니까 강아지가 냅다 뛰어 들어왔네,일상
감정의 기복의 커져서 사소한 일로 화가 벌컥 나면 통제가 안 돼요.,초조함
일 하면서 눈물이 자꾸 나요.,슬픔
그러다 보니까 엄청 피곤하긴 한데 뭐 어쩔 수 없지.,피로
그래도 뭐 어쩌겠어. 힘들지만 하긴 해야겠지.,무기력
임당 왔는데 다 내가 잘못해서 생긴 병 같아,죄책감
다음주에 갈 때 말할게요!,일상
폰이지만 같이 하는 기분들어,일상
나 어릴 때 무조건 양념 팔았는데 모른다니까 소금구이도 그렇게 맛있더라,일상
병원에서도 미혼모라고 흉보는 느낌이 들더라,자존감저하
동에 있는데,일상
나는 너무 불안해.,불안
그래서 가끔 생각이 막힌 것처럼 이러니까 자괴감 들고 그래요.,죄책감
불침번도 없고 훈련도 안받는다던데,일상
우울한 게 통제가 안 돼,우울감
오늘저녁 메뉴,일상
식구들도 내 마음을 짓밟는것 같아서 자존감이 더 떨어지는것 같아,자존감저하
내가 모든 사람들 배신한 기분이야,죄책감
오빠 신혼집 때문에 속상한 것도 있었어요.,슬픔
그래서 엄청 피곤해서 쓰러질 것 같을 때만 수면제 조금씩 먹어.,피로
한문장을 몇십분씩 쳐다보고있어요.,집중력저하
키키 나 지브리 영화 되게 좋아해!,일상
노산이라 힘 빠지고 우울해,우울감
그러다 언니 결혼할 때는 뭔가 내가 다 우울하더라구.,우울감
난 알바를 해본 적이 없어서 무슨 알바 했었어?,일상
그 때 정말 너무 놀라서 울면서 집에 왔거든.,슬픔
그냥 날밤 새야 할 것 같아,불면
우울한 것보단 잠만 자는게 편하네요.,우울감
내 신세가 한탄스러워서 맨날 눈물만 나고,슬픔
나도 저가 많이 타 담엔 일등석 타보고싶어,일상
그 애니팡 사천성으로 있었던 것 같은데? 맞낭,일상
예를 들면 어떤? 뭐 순수한 동물의 행동은 기본적으로 인기많지.,일상
초등학교 2학년 때 선생님은 저를 특별히 예뻐해 주셔서 키키 기억에 남고,일상
개꿀이다 진짜 키키,일상
아무리 좋은 생각을 해보려고 해봐도 절망감에서 헤어나올 수가 없어,절망감
안절부절하고 피곤해서 혼자서 밥도 못 챙겨먹고 있어,초조함
엄마가 해준 밥이 너무 생각나,슬픔
영화관은 당분간 엑스얌...!,일상
같이 보면서 치맥 뜯을까?,일상
밥맛이 너무 없어서 못 먹고 잠만 자요.,식욕저하
나는 철저해,일상
자꾸 미국에 있는 친구들이 생각나고.,슬픔
아 원래 비가 오면 큰 물고기들이 잡히는거야?,일상
애가 자꾸 갈비뼈 근처에서 안 내려와서 마음이 초조하고 무거워,초조함
일기예보에 따라 옷을 맞춰 입나요?,일상
나도 내가 무슨 사고를 칠지 걱정이야,슬픔
등산 후에는 막걸리에 산채 비빔밥이쥐,일상
하루에 15시간 정도 자는데.,피로
효녀네 키키,일상
신랑이 말 할 때마다 쥐어박고 싶어,분노
키키 청바지 안 맞는데 다시 다 새로 사서 챙겨야겠다! 키키,일상
맞아 저기 아파트 단지 헬스장같은경우는 싸던데,일상
넷플릭스 CEO가 오징어 게임 추리닝 입었대.,일상
기댈 곳 하나 없이 세상에 저만 남겨진 기분이고...,외로움
그럴 때마다 허락 아닌 허락을 받으려고는 하는데 좀 속상해.,슬픔
이혼하고 칠흑같은 어둠에 갇힌 느낌이야,절망감
인간을 길들이는 거임,일상
응 내가 열심히 배워와가지구 가르쳐줄게 걱정마라,일상
더 추워지면 돌아다니기 힘들어져,일상
아무 이유 없이 초조하고 숨이 차,초조함
절대 안정을 취한다고 아무것도 안 하니까 진짜 재미있는 거리를 못 찾겠어,무기력
이렇게 심하게 졸리고 피곤할 수 있는 거야?,피로
어제 친척모임 했어.,일상
10년 동안 쓸 수 있어요,일상
슬프고 절망적이어서 미칠 것 같아요,슬픔
예전처럼 생활을 전혀 못 할 정도로 심해질까 봐 걱정스러워요.,초조함
그런데 다른 뭔가를 할 기력이 안 나.,무기력
첫째가 자꾸 사고를 쳐서 힘이 없어,피로
임신 중 식욕이 떨어질 수가 있어?,식욕저하
전 여럿이 하는 게임이 좋아요.,일상
그거 잘나간다,일상
너 요즘 무슨 게임해?,일상
기생충은 정말 세계적으로 핫한 영화였어,일상
그래도 여전히 우울한 마음이 들긴해요.,우울감
그래도 미세먼지가 없어서 다행이야.,일상
어 맞어 모주 사와야지,일상
그거말구,일상
내가 알고 하늘이 아는데,일상
"아무도 내 말을 귀담아듣질 않아요. 죽고 싶다고 하면 힘내라, 그렇게 말해요.",자살충동
열심히 제모 해서 반들반들한 피부로 만들어 보겠어!,일상
35주차라 그런가 잠도 안 오고 우울해진다,우울감
나는 진짜 스스로한테 욕을 제일 많이 하는 거 같아,죄책감
엉 누리호 날아갔는데 실패했댕...,일상
입덧 시작하니까 너무 우울해지고 아무것도 못하겠어,우울감
오 맞아 거기거 거의 20년동안 가뭄이 있었는데 그래서 저수지가 회복을 못 하고 있대,일상
겨울 스포츠의 꽃인디,일상
인생이 허무하다,상실감
내가 좋아하는 연예인이 이번에 학폭 논란 터져서 탈덕해야 하나 고민이거든,일상
그리스로 결국 갔구나 가니마니 하다가,일상
억울하니까 눈물만 나네,슬픔
키키 맞을걸? 키키,일상
오히려 잘됐죠. 중국 한 곳에 수입을 의존하는 건 위험부담이 큰 일이었으니까요.,일상
자존감이 계속 낮아지는데 어떡하지?,우울감
벅수 보러 랑 와 하하,일상
그치 진짜 이렇게 집에 오래 있어본 적이 있던가,일상
점점 잠을 못자는 날이 늘어났어요.,불면
원래 전공 살려서 보통 가지 않아?,일상
나도 해볼까 했는데 가격 책정하기 어려운 거 같애,일상
오빠 그래서 키키 이 방에,일상
멍하니 앉아서 바깥 쳐다보면 내 신세가 너무 처량하게 느껴져요.,슬픔
아무도 믿을 수 없고 그냥 혼자 있는 것 같아,외로움
키키 내가 좀 대신 팔아줄까 키키 커미션 줄래?,일상
배가 안 고파. 한두수저 먹으면 정말 손을 놓고 싶다니까.,식욕저하
아무 일도 없는데도 무섭고 불안해져요,불안
가슴이 울렁거리고 진정이 안 된다,불안
나처럼 나쁜 사람이 또 있을까?,죄책감
아들 말이 맞아 그 사람 재밌네,일상
너는 충분히 할 자격이 있어,일상
나는 전에 살았던 집들이 대체적으로 어두웠던 편이라 뭔가 하늘이 탁 트이고 잘 보였으면 좋겠어!,일상
우리도 종강 한 달 조금 넘게 남았지,일상
혼자 집에 있을 때 그렇게 쓸쓸할 수가 없어,외로움
난 창문도 못 열 거 아니야,일상
차라리 지금 인생이 끝났으면 좋겠어요.,자살충동
그래서 사촌 오빠가 그런 게 싫어서 말 안 하고 군대 갔대.,일상
이가 가르쳐 줬어,일상
여자들은 만 34세가 넘어가면 외모가 급격히 추락한다는 말을 들었어.,일상
특히 밤에 잘 때 누워있으면 속이 이상해요.,식욕저하
휴대폰도 사용 가능하다고 들었어 키키,일상
오 기간이 꽤 지났는데 잘 하구 있네?,일상
내가 하찮아 보여,자존감저하
"그니까 얼른 취직해야 되는데 언제 하냐,.,",일상
존버 하면 집값 많이 오를 듯 키키,일상
하긴 그랬겠다...,일상
헐... 등에 화상 입으면 아파서 어떻게 자,일상
누워 있느라고 바깥도 안 나가,피로
서운해서 잠을 못 잤어,슬픔
요즘 내가 할 수 있는 일이 집안일 밖에 없다는 생각만 들어.,자신감저하
이번에 나 여자친구랑 백일인데 뭐 특별한 거 없을까?,일상
그거 자스민 나오는 거 뭐죠?,일상
나만 시간이 안 가는 거 같아,초조함
아! 잼잼이 아빠가 hot 아니야?,일상
차 별로 안막히나 보네,일상
그럼 걱정 거리가 잔뜩 생각나.,초조함
남편이 일 다 하는데도 신경이 곤두서있어,식욕저하
몸에 힘이 쭉 빠지고 도무지 일어날 힘도 안 생기고,피로
기형아 검사 잘못된 게 다 내 탓 같고 너무 수치스러워,죄책감
너무 바쁘다 보니까 정신도 못 차리겠다,불면
키키 유럽 가려면 진짜 한 달은 가야지,일상
다행히도 그날은 울진 않았는데 모르는 사람 앞에서 갑자기 울면 어떡하나 걱정이 커요.,슬픔
나 요즘 골프에 푹 빠져 있어... 너무 재미있더라,일상
그건 진짜 돈도 많이 들고 힘들기까지해 목숨을 걸어야해,일상
금액 달라서,일상
"응, 다음에 한 번 배우고 싶어.",일상
친구가 김희진 선수랑 같은 향수를 쓰더라,일상
2025년에 뭐 자동차 나온다고 봤는데 이름 까먹었네 키키,일상
하려면 다 하지 왜 뿌리만?,일상
아마도 그랬을 듯요.,일상
아삭하니 꽤 맛있더라고,일상
맞아 예방접종 같은 것도 해야 되잖아,일상
아이들은 유독 강아지를 좋아하는거 같아.,일상
"새벽 4, 5시면 깨.",불면
살짝 덥지 않았어?,일상
에헤이 키키 그냥 이겨서 치킨이닭 이렇게 뜨는 거 키키 1등만 떠,일상
시어머니때문에 인생 마감해버리고 싶어요,자살충동
양수가 모자라다는데 다 내 잘못이야,죄책감
외로워서 원나잇도 많이 하고 그랬거든요.,외로움
자꾸 무서운 느낌이 나는데 이유를 모르겠어,불안
아기 갖고 직장을 잃으니까 삶에 대한 희망이 없어졌어,절망감
헐... 학폭 근데 그냥 넘어가면 안돼,일상
응 주면 좋지 요즘 야채 비싸너무...,일상
응 배고팠는데 맛나도라,일상
왜 자꾸 겉돌게 될까,외로움
학교는 가야 하니까 베지밀 하나 먹었거든요.,식욕저하
조마조마해서 회사 출근하기도 힘들어,초조함
후회할 만한 일들을 내 스스로 저지르는 느낌이야,죄책감
내가 그냥 욱해서 말을 조금 서운하게 했어!,일상
뭘 잘해나갈 자신이 없어요.,자신감저하
결혼하니까 애 걱정 하구 세상 살이가 참,일상
라뜰리에가 뭐양?,일상
JAS라고 이번에 공채 떠서 넣을 듯,일상
키키 어어 가끔 치킨이나 족발 같은 거 시켜 먹는 정도야 키키,일상
담배 피우지 말걸,죄책감
헐 난 오분만에 끝났는데 난 뭐지,일상
물론 지난 번에 지나가는 개 보고 한 번 울긴 했어.,슬픔
진짜 종아리 알은 없어지지도 않아,일상
짜증을 주체할 수가 없으니까 다른 사람을 막 때리려고 해,초조함
사이즈가 딱 포근한가 봐.,일상
내가 예민하게 반응하는 거 때문에 미치겠어,초조함
처음에는 임신만 하면 다 괜찮은 줄 알았는데 새삼 너무 고독해져,외로움
나도 일본 가서 우동먹은 기억밖에 안나 키키,일상
만화 좋아하는 거 있어?,일상
우리둘이 토스학원다녔어,일상
아이들 무슨 학원 보내세요?,일상
아침회의라니 좀 무섭다.,일상
그게 제일 걱정이야,일상
뭘 해도 긴장감이 사라지지 않는 거 같아요,불안
다른 애들은 신입생이라고 다 행복해 보이는데 저는 걱정만 됐거든요.,초조함
체해서 죽겠네,식욕저하
일하는 중에도 지장을 줘서 결국 그만 뒀어요. 하지만 그만두고도 한동안 밤에 잠을 못 잔 것 같아요.,불면
어떤 날씨 좋아해?,일상
어디서든 섞이지 못하고 있어요,외로움
나 야구 아마 14년도? 15년도 부터 봤던거 같애,일상
신경 써야 할 게 너무 많아서 진짜 비참해지는 것 같아,슬픔
제가 회사생활을 잘 못해왔나 싶어서 회의감이 들었어요.,슬픔
밤에는 계속 잠을 못 자서 매일 학교에서 잤어.,불면
밥하는게힘들어,일상
어떤게 재밌어?,일상
그렇긴 한데 배를 타야 하니까 좀 그래,일상
조금 투덜댔더니 훅 하고 가버리더라,분노
참고 다녀보려고 했는데 너무 힘들 거 같아.,무기력
아침에 너무 멍해요,우울감
자격지심 때문에 너무 힘들어요,우울감
내용도 재밌으니까 꼭 봐보세요,일상
근데 난 본가가 서울이라 서울살때는 2시간 정도 걸렸어,일상
그럴 것 같아요 키키 진짜 이번에 보고 다들 멋있다고 생각할 듯,일상
근데 영화관 안간지가,일상
볼 때 마다 속이 부글부글 끓어.,분노
우리 남편은 집안일은 잘함 키키,일상
힘들때나 스트레스 받을때면 우울해지곤 했는데.,우울감
살이 너무 빠지니까 미쳐버리겠어요,식욕저하
그런 집은 낮에 가도 집이 컴컴해,일상
마음은 초조한데 몸이 너무 피곤하니까 아무것도 못하겠어,초조함
아아 화이자랑 모더나는 아직 우리도 맞고 있어서 그런가 보다 키키,일상
그래서 그때가 불면이 제일 심했었어요.,불면
그때부터 우울해졌어.,우울감
언제 발작이 일어날지 모르니까 너무 불안해요.,초조함
그거랑 김치전이랑 같이먹었는데 진짜 맛있었음,일상
내가 잘못하지 않은 일에도 자꾸 죄책감이 느껴져,죄책감
기달,일상
자주는 못 드리고 가끔,일상
회사에서 일을 못 할 정도로 심하게 불안해요,불안
그냥 그럴수도 있지 않을까 추측...,일상
아 왜 그렇게 생각해?,일상
나 완전 비만됐다,식욕증가
나는 누굴 닮아서 운동을 못하는 걸까?,일상
불안한 게 사라지지 않아,불안
가끔 백화점 가는 것도 나쁘지 않지,일상
피곤해서 잠에서 깨도 깬 것 같지가 않아요,불면
나 같았으면 그런 거 생각 안하고 바꿨을지도 몰라,일상
내가 너무 예민하게 반응하니까 친구들한테도 연락을 안 하게 돼,초조함
완주군 뒷산 하나쯤은 내 거 있을 거야 빨리 와,일상
저 때문에 아이들이 제대로 못 클까봐 걱정이고..,초조함
아 형 생일인데 뭐 해 주지,일상
아무것도 먹고 싶지 않은데 뭘 먹으라고 하는 것도 짜증 나고.,초조함
몸무게 심하게 불었다,식욕증가
그 사람 성격에 성장할 아이들이 너무 걱정이었어요.,초조함
얼죽아야 겨울에도 아이스 하하,일상
방금도 계속 울어서 머리가 아프네요.,슬픔
어제는 어디 아파트에서 뛰어내릴지 생각하고 있더라고.,자살충동
인생 마감하고 싶은 기분이야,자살충동
마음이 힘드니까 잠을 못 자게 된 것 같아,우울감
헛소리 할거면 전화 끊으래. 키키,일상
요즘 사람들이 우리처럼 짧게 일하는곳을 많이 찾나봐.,일상
프리미엄 버스 말하는 거지?,일상
"식구들, 친구들이랑 다 떨어져서 지내려니까 너무 힘들어.",무기력
오히려 아이가 울 때마다 짜증을 내고.,초조함
솔직히 다른 사람들도 내 상황이 되면 웃음이 안 나올걸,우울감
그 후부터 맨날 좀 멍해.,우울감
아니 키키 요새 안 간 지 오래됐다,일상
오빠가 너무 불쌍해 보였거든요.,슬픔
남편이랑 다시 만난 거 후회해,죄책감
회사 업무 중간에 욱할 때가 많아,초조함
이제 말을 하려고 하면 긴장이 돼.,초조함
키키 링겔 한방 맞고 오라고 해야겠네요,일상
어이도 없고..속상해.,슬픔
"자려고 해도 눈이 말똥말똥해서, 다른 짓을 좀 하다 보면 새벽 4시 쯤 되는 거 같아요.",불면
너무 배신감이 들었어요.,죄책감
그렇게 지내다 보니까 또 요즘 살이 많이 쪘거든.,식욕증가
하루 종일 누워있어도 마음 답답해서 미치겠어,우울감
내껀 반팔만 챙겨도 돼 하하,일상
네 키키 계약서 써야겠어요,일상
솔직히 내가 결혼할 생각이 없어서...,일상
중증 환자로 넘어가진 않는다더라,일상
옹 어떤 내용이야?,일상
이제 나이든 팀이 되버려서 문제점이 많은 것 같네,일상
나는 더 이상 인간으로 살 수가 없는 건가?,우울감
임신한게 유세냐며 다들 나한테 냉소적이게 대해.,자존감저하
혼자 아무리 노력해도 변하는 게 없으니까 왜 살아야 하나 싶어,외로움
갑자기 울컥하면서 아련해지는 게 있어,외로움
지방 어디?,일상
털때문인가봐,일상
몸이 무겁고 기분은 초조해서 계속 혼잣말을 하게 돼,초조함
그래서 제가 생각하기에도 짜증이 되게 많아진 것 같긴 해요.,초조함
내가 축하해줄게.,일상
와 진짜 대단하다 그건,일상
야 그냥 롤 하지 말고 크아나 하자,일상
누가 자꾸 나를 해치려고 하는것 같아요,자존감저하
당연하지 하루가 멀다 하고 갔었당,일상
나 혼자선 이 일을 해낼 수 없다는 생각.,자신감저하
처음엔 그 말 듣고 되게 기분 나쁘고 화났거든요.,분노
그냥 새 거 살래. 그것 때문에 이사 웃긴다.,일상
늘 까먹은 게 있는 것 같은 느낌이야.,감정조절이상
저녁에 밥맛이 하나도 안 생기더라,식욕저하
계속 불안증세가 있었는데 예기불안이라고 하더라고요.,불안
누가 막 날 쫓아오는 기분이 들고 숨을 헐떨헐떡 쉬게 돼,초조함
아침에 바빠주겟는데...,일상
현금을 안들고 다닌지가 꽤 됐네,일상
체력이 약해져서 뭘 제대로 할 수가 없어,불면
남편만 옆에 없으면 온몸에 힘이 쭉 빠지는 느낌이야,피로
그 브로드웨이 머시기 하하,일상
1000개 밀렸대,일상
무승부 어쩌고 빌드업인가요,일상
임신을 하고 나서 너무 불안해요,불안
친구들조차 나를 상처 입히니까 보고싶은 마음이 들지 않아,자존감저하
혼자 있으면 많이 길게 자는 거 같아,피로
어디 구례쪽이나 다녀와볼까?,일상
여기에 잘하는 사람들이 많이 모여,일상
키키 저도 그렇게 생각해요 집에 러그 있으세요?,일상
어제는 학원 갔다 집 오는데 갑자기 허무해져서 죽고 싶었어요.,자살충동
진짜 쉬운 일이 아니지,일상
그니까 키키 나 아직 반팔 입는 중 키키,일상
실화냐고... 수류탄 어디서 나는 거야 키키,일상
폭식의 이유를 모르겠다,식욕증가
뭔가가 걸리면 어떡해..,초조함
계속 더부룩한 기분이 들어서 소화제 또 먹고,식욕저하
어디다 전화해야 해,일상
내 인생에 대한 어떤 희망도 없어,절망감
예를 들어 약속에 늦었을 때 어떤 거짓말을 할 지 엄청 걱정해요.,초조함
자꾸만 후회하는 내가 싫어져,슬픔
왜 내가 불면증인지 모르겠다,불면
밥맛이 없는게 내 탓이야?,식욕저하
위로 좀 해줘.,슬픔
요즘에 마음이 너무 답답했어.,초조함
진짜 아기들 마스크 벗기면 혀 낼름낼름하는 영상도 있었는데 키키,일상
군인들 공부할 시간 없다고 하면 안 되겠군요.,일상
내가 성격이 느긋하게 바뀐 거 같아,자신감저하
남편이 없으면 잠도 잘 못 자고 우울해지는 것 같아,우울감
밤에 특히 더 침울해져,우울감
그래서 잠을 못 자니까 xanax인가 그 약을 처방 받았거든.,불면
분노 조절이 안 돼서 답답해,분노
태어나서 고생할 우리 아기에게 벌써부터 연민이 생겨,슬픔
초음파 찍고 나니까 살빠졌어,식욕저하
근데 애 낳기 전부터 정말 너무 힘들더라.,무기력
왜 사는지 모르겠어요.,절망감
직장에 다니면 다닐수록 더 의욕이 떨어져,우울감
너무 심하게 조마조마해서 아무것도 못 하겠어,초조함
전에도 일하는 거에 사명감이 있던 건 아니지만 지금은 정말 흥미가 제로야,무기력
세상에 나처럼 개 무시당하는 임산부는 없을 것 같아,슬픔
죄책감 때문에 다른 생각이 안 들어,죄책감
출산 준비 중인데 슬럼프 너무 심해,피로
키키 일 안 하지 너무 오래돼서 다시 할 수 있을지 의문이야,일상
프랑스 가 보고 싶다,일상
나이를 먹을수록 예민해지는 것 같아.,초조함
나 때문에 엄마가 실망하신 거 같아,죄책감
아직도 이불에 쉬야 하지? 하하,일상
넌 어떤 계절이 제일 좋아?,일상
스트레스도 엄청 쌓여서 막 집에서 나가지도 않고 그랬거든요.,무기력
응응 입이 싸서 그런 걸수도 있는데 지금도 가끔씩 해먹고있어,일상
대선 난리야 아주 뉴스에,일상
"아무래도 백신 맞아도 걸리는 사람이 많아서 그러는 거 아닐까?,",일상
더 이상 버틸 수가 없더라고요.,무기력
아직 마음의 준비가 안되었구나...,일상
모든 일이 나 때문에 잘못된 거 같아,죄책감
온수매트 필수예요. 잘때는 더 춥자나요,일상
맨날 회사에 있으면 퇴근하고 싶고 회사에 있는 시간이 너무 힘들어,무기력
사투리여도 상관없대 지방권마다 따로 모집을 하더라구,일상
애들?몇살기준 그럼 고등학생들 얘기하는건가?,일상
매일 몸이 피곤해요.,피로
소화되게 산책도 하고 운동도 하고.,일상
왜 자꾸 나한테 눈초리를 보내는지 모르겠어.,자존감저하
자본주의 시대에 당연한 말씀을,일상
나만이 나를 위로해.,외로움
오 생각보다 할 만 하네?,일상
뭐 다른 건 모르겠구 위안부 문제도 빨리 해결돼야 할 텐데.,일상
낮잠을 자서 그런지 나른하네,피로
맥주도 못 마시니까 인생 노답이야,우울감
그럴때면 아빠라는 사람이 원망스러워요.,분노
그럼. 나 등산하는 거 정말 좋아하잖아.,일상
태교 여행을 갈까 하는데 걱정만 생겨,초조함
몸 움직이느라 자꾸 깨는 것 같아,불면
응 남편은 왜...,일상
인생이 진짜 재미가 없다,무기력
우울해서 죽고만 싶어.,자살충동
계속 심심한지 뛰어다니고 그러네.,일상
집데이트를 즐겼지,일상
임신한 내가 원망스러워,죄책감
웅웅 원래 좀 유명한 그룹 멤버였는데 탈퇴했대,일상
쉬는 날이 와도 뭘 할지 모르겠는데 너무 쓸쓸하더라,외로움
여태껏 이런 적이 없었는데 요즘은 정말 아무것도 하기 싫고 힘도 없어.,무기력
해야 될 일이 많으니까 오히려 자꾸 늘어지네,불면
난 언제나 아이이고 싶어,일상
정확히 어떤 일을 하는건데?,일상
시간은 아까운데 뭘 해도 귀찮고 아무것도 안 하고 하루가 가,무기력
매일같이 너무 불안해서 눈물 나,불안
5천 정도는 그냥 할 듯 라면,일상
후회 안 되는 게 없는 것 같아,슬픔
