utterance,intent
근데 내년에 나온데요.,일상
마음을 터놓을 친구가 없어,외로움
그래서 여자들 셀프로도 염색 많이 해,일상
토스 만보기 적립금 엄청 날림.,일상
분노 조절도 안 되고 짜증나고 화가 나서 잠도 못 자,분노
업무 처리가 늦었나봐 그래서 회사에서 지적을 한 것 같아,일상
키키 정신 없어 보이긴 하더라,일상
당장 내일부터 같이 하자!,일상
유튜브에서 봤는데 재미있더라,일상
시간만 되면 싹 다 몰아서 시청해야 겠어요.,일상
출산만 하면 돌아서고 싶다는 생각이 드는 것 같아,분노
둘이 사이가 좋아서 같이 키우기가 좋은 거 같아요.,일상
와 근데 농구 사인 카드가 50억에 거래된 것도 대단하다,일상
키키 비슷한 국내여행지는 제주도 아니겠나?,일상
경력이 단절될 걸 아니까 자존감이 하강이야,우울감
동료들이랑 대화하다 보면 나도 모르게 욱해,초조함
막상 면접 연락 오면 너무 긴장 돼.,초조함
응 요새같은 날씨에는 집에 와서 올려두면 진정효과가 있더라고,일상
난 요즘 시간이 빠르게간다고 느껴서 그 정도는 정말빠르다고 느껴지네,일상
오빠도 자?,일상
그렇네 살을 쨀수있는 칼이 있으니 말을 조심해야겠구나,일상
불안함을 병적으로 느끼기 시작한 건 20대 초였어.,불안
나는 수능 완성이 가장 좋았던 것 같아.,일상
그래 너무 무리하게 하면 몸살 날 수도 있으니까 네 몸에 맞게 운동도 적당히 해야 해.,일상
마음을 두들겨 맞은것 처럼 너무 아파요,절망감
"그래서 싸게 파는구나, 가져가기 힘들어서",일상
대학 졸업하면서도 걱정이 많았거든요.,초조함
임신하고 나서 아무것도 못 하는 거 같아서 기분이 다운돼,초조함
춤도 유행하더만,일상
웅 엄마 명의 집에서 강아지랑 살구 있지 자취 시러,일상
벌 받을 것 같고 걱정이 많아졌어.,초조함
이번에 한번 해봐야겠네 키키,일상
키키 아니야 혹시 모르지 뭐,일상
너무 귀여운데 얼굴이?,일상
그게 소나타도 된다고 했던 기억이... 하하.,일상
"지겨워, 지겨워",무기력
그렇게 미울 수가 없고 허망해져,분노
그 이유가 나라고 생각이 들면 미치겠어.,죄책감
여행사 직원들 다시 출근한다는 기사 본 거 같아...,일상
신랑못하더라궁,일상
53화인가 나왔는데 역시 막장 재밌어,일상
헐... 친구들 보험 안 들고 렌트 한 거야? 제주도 렌트 덤탱이도 심하잖아,일상
키키 우리 집 부시는 것도 아닌데 왜 그래!,일상
사소한 일도 다 큰 일처럼 느껴져서 엄청 긴장되고,초조함
임신때문에 자괴감이 듭니다 살이쪄서,식욕증가
밤에는 주차할 데 없어서 그게 훨씬 편해,일상
사람들은 나를 비웃고 있어..,우울감
내 인생 실패한 거 같아,상실감
기숙사 도둑 안 당해봤는데 다행이네,일상
키키 그랬을거같아...,일상
사람들이 나를 자꾸 비웃는 것 같아서 인간에 대한 혐오가 생길 것 같아.,자존감저하
하늘에? 키키 웃기겠다 뭔가 키키 다 둥둥 떠다녀 키키,일상
코난이 가는 곳마다 사망사건이 일어나 키키,일상
조금밖에 못 자서 미치기 일 보 직전이야,불면
제 방에 들어가면 계속 자요.,피로
키키 아니 진짜 너무 감정 변하는 게 사실적이야,일상
"친구들을 만나면 남자친구 생각이나고, 시시때때로 생각이나고 그리웠어요.",슬픔
그럼 반팔 입고 긴팔 가져가야겠다,일상
출산 후 생각하면 막막해서 무기력해지고 우울해요,우울감
시도해볼 용기조차 안 나,자신감저하
폰 충전한다고 충전기 빌려 달라고 하면서 집 들어간데 키키,일상
"아무것도 하기 싫어서 그냥 누워만 있는데, 자려고 해도 잠이 안 와.",불면
누가 뽑았는지 회장직 내려 놔야겠다,일상
우리 아들은 똑같은거 같은데,일상
대단하다 그때 공황장애인가... 그런거 때문에 안했었지,일상
나는 엄마가 너무 싫어.,분노
우울증 생길 것처럼 허무하고 슬펐죠,슬픔
맞아 바빠서 다들 예민해져 있어 지금 일하는 데는 어때?,일상
그냥 죽고 싶어요,자살충동
근데 아무래도 2층으로 되어 있으니까 전고가 낮아.,일상
우리가 해당 안된다는게 이해가 안가,일상
다저스전에서 투런 쳤어,일상
아 진짜요? 저 사랑의 불시착 진짜 재미있게 봤는데,일상
돈도 없고 직장도 없고 남편도 없고 난 정말 값어치 없는 인간이야,절망감
하루 종일 누워 있어서 외출도 안 해,피로
우울한 마음을 없애려고 자해를 하는 것 같아요.,우울감
여자친구랑 헤어지고..불면증이 생겼어.,불면
식욕이 없는 것도 문제가 있는 거야?,식욕저하
너무 힘들어하는 남편을 보니 갑자기 미안한 마음이 들었어요.,죄책감
말하고 나서는 또 미안해져.,죄책감
근데 이쪽이 완전 강남쪽? 그래서 전세던 월세던 너무 비싼거 같아,일상
키키 이런... 이미 심해진걸까?,일상
아이구 아프고 놀랐겠다,일상
아 간단한 라면이나 후라이 정도는 키키,일상
는 여행 계획 졸 짜는 스타일이래,일상
살이 찐 내모습이 너무 속상해,식욕증가
업신여김을 당하는 기분이다,자존감저하
시간 이제 제한 없던데,일상
둘이 한 560 되는 듯?,일상
종일 뭘 해야 할지 몰라서 멍하니 있어요.,우울감
한번 그 문제에 대해 제대로 얘기해봐,일상
와 키키 그 비싼 걸 샀어?,일상
신용카드 다 없애야겠어,일상
피부과 잘한다고 하니 한번 가봐야겠다!,일상
리트리버 주인 분들은 비바람 쳐도 우비 입고 산책 시키고 애견 카페 데려오더라,일상
침대가 날 빨아들이는 거 같아,피로
근데 다 진짜 괴물들이긴 하더라,일상
너무 불쌍하고 안쓰러운데 생각해보면 그냥 울고 싶은 것 같고,슬픔
나 빌리엔젤 왔어 키키,일상
점심에는 약간 더워지는것 같더라고,일상
오늘 프로야구 경기 봤냐?,일상
응 그치 생각이 진짜 많아지는 영화였어,일상
그거 알지? 퇴직금 세 달 평균 급여로 주는 거,일상
셋째지? 딸?,일상
전부터 죽어야겠다는 생각을 했었어요.,자살충동
가슴이 찢어질 듯 아프고 모두 다 내 잘못 같아,슬픔
맞아! 나는 추위를 덜 타는 편은 아닌데도 물 말고 커피랑 음료 같은 건 아이스를 먹어!,일상
넷플에 있는 드라마야,일상
니 매운 거 못 먹나?,일상
여름에 더워서 그런지 잠을 설치게 되네,불면
하루 종일 몸도 무겁고 어디 나가지도 못하니까 진짜 암울해,우울감
집에서 약 먹고 부작용이 나타날 때면눈물부터 나고..너무 힘들어요.,슬픔
다들 나를 천시하는 것 같아서 심적으로 너무 힘드네,자존감저하
잠도 안 오고 이겨내려 했지만 갈수록 심해지더라구.,불면
그것도 맛있어요,일상
우리나라에도 이런 제도가 있던가?,일상
요즘은 괜히 결혼했단 후회까지 해.,죄책감
그럼 대청마루 오르고 내리고 신나할 듯요,일상
하루종일 죽고 싶단 생각밖에 안 들고.,자살충동
여친보고 대신 갈 생각 있냐고 물어봐봐 키키 절대 안 가,일상
사는 게 지루하다.,무기력
키키 사실 제가 대학생활을 많이 안 해서 술게임 거의 안 해봤어요 키키,일상
아무리 오래 누워 있어도 깊게 잘 수가 없어,불면
누군가랑 같이 자면 수면 시간 상관없이 계속 피곤해요,불면
우리도 나이 들면 뭔가 변해서 그머리가 이뻐 보일까봐 무섭다,일상
나 어제부터 새로 드라마 보는데 재밌네 하하,일상
맞어 양상추 수급이 안된다며,일상
계속 밤 새는 것도 잠이 안 와서 그래,불면
젝시믹스 장바구니에 한 20만원어치 있는데 돈이 없어서 못 긁지,일상
제주도 가는 거 생기는 건가,일상
겨우 눈만 감고 있다가 출근할 때도 많아요.,불면
임신하고 나니까 삶이 고단해진 것 같아,외로움
이번주에는 그럼 차 가지고 다니면 안되겠네,일상
애 혼자 두고 교실 문 잠그고 체육하러 가고,일상
얼마 전에 추석 특집으로 이런 국악 콘서트가 있었는데 재밌더라.,일상
이모가 제주도 사시는데 엄마 놀러 오라고 했나봐,일상
너무 힘들다.. 혼자 할 수 있는 일이 아니구나..,무기력
나 시작하면 연락할게,일상
지옥같은 고통에서 하루라도 벗어나고 싶어요,절망감
한 번에 모아보기 좋다고!,일상
거기서 알코올 냄새를 너무 맡아서 머리가 지끈지끈했어!,일상
그건 또 그렇네. 어딜 가던 버스는 필요하긴 하지.,일상
"아, 아깝겠네.",일상
매일 부동산도 보고 어플도 봤어,일상
어떤사람이 이상형이야?,일상
자존감이 뚝뚝 떨어지는 기분이라 괴롭다,자존감저하
논산에 전기 버스 운영하고 있다네?,일상
근데 제 말을 안 듣는 거에 갑자기 엄청 화가 나는 거예요.,분노
정신이 가물가물해서 자꾸 실수를 해,불면
그래도 주름 개선하려면 뭐라고 발라야지,일상
자는 게 세상에서 제일 어려운 과제같아,불면
우리 상권도 꽤 맘에 들어 하하,일상
몸이 너무 처져서 죽을 맛이야,피로
억지로는 시키지 않는데 하고 싶어 하는 것 많은 애들은 힘들긴 해요,일상
나도 힘들 정도로 자주 욱하는 거 같아,초조함
뽀삐 생각하면 정말 언제 생각해도 너무 슬프지.,슬픔
남편이 무시하는 듯이 말할 때가 종종 있는데 그게 때문에 점점 자존감이 하락하고 있어,우울감
다른 사람들의 취업 후기들을 보면 자괴감이 들어.,죄책감
그 때 얼마나 힘들었는지 몰라요.,무기력
전 직원이 한 30여명 있던거 같은데 싹 정리하고 도망 갔어요,일상
내가 못나고 작은 사람이라는 생각을 하고 싶지 않은데,자존감저하
하 그래도 일할게 너무 많이 남았어.,일상
화투도 공부가 필요한 걸까 과연?,일상
맞아 그래서 일본 산은 다 조심해야 될 거 같더라,일상
제대로 된 삶을 살 수 없을것 같다는 생각이 들어,절망감
잠이 안 와서 계속 티비만 봐,불면
수면제도 안 들어,불면
왜 저는 매일 을일까요?,슬픔
음... 기억을 못해서... 봤던거를 적어놔야할판이다 키키,일상
정말로 너무 힘든 거야.,무기력
조폭 아빠가 살해 당해서 복수 하는 내용?,일상
공부 잘했다 엄마가 치마바람있었거든,일상
동생은 해군이라서 그런건가?,일상
스코어 몇 개나 쳤어?,일상
안 그래도 자존감이 바닥인데..살까지 찌니까그냥 죽어버리고 싶어요.,자살충동
무슨 김치 제일 좋아해?,일상
버스 노선 너무 길어,일상
"어떤 스포츠 종목은 0.1초, 혹은 0.01초 단위를 다투어 승부가 나는 게 있잖아",일상
낙오된 것 같아요.,자존감저하
나는 지금 너무 불안해요.,불안
인도에서는 빈곤층이 싼값에 밀주를 마시는 경우가 많대,일상
막 일하고 싶고 출근하던 시기가 계속 생각 나,슬픔
진통 엄청 아프다는데 벌써 걱정이 심해,초조함
현금이용자가 100명중 2명이래. 현금박스 관리도 은근히 비용과 시간이 든대.,일상
몸이 아프니까 예민해지는 거야.,초조함
체중이 줄어버린 원인을 모르겠다,식욕저하
그냥 애 키우는 것 자체가 나한테는 너무 버겁고 부담인 것 같아.,무기력
역 10년 전에 황무진데 지금 신도시임,일상
오 그건 정말 좋겠다,일상
부럽습니다. 잘 하고 오세요.,일상
전부 나를 비웃는 것 같아서 대화를 피하게 돼.,자존감저하
그럼 직장생활은 한번도 안 해보신 거에요?,일상
엥? 한 자릿수? 진짜야?,일상
햄버거 넘 작아요 키키,일상
아니 키키 안 키워봤어 키키 강아지 키우고 싶다 키키,일상
조카 닌텐도 위 있어,일상
발작이 올 것 같다는 불안 때문에.,초조함
이런 저의 모습이 비참해서 눈물이 나왔어요.,슬픔
여태 이런 적이 한 번도 없었는데 너무 아무것도 하기 싫어,피로
언니 몸놀림이 예사롭지 않더라고요 키키,일상
잠이 안 올 정도로 비관적인 생각이 많이 들어,절망감
"잠도 안오고, 잠이 안오니까 몸은 축축 쳐지더라구요.",불면
오 어딘지 모르게써,일상
제가 후배랑 잤다고 이상한 소문이 있는데 정말로 억울해요.,슬픔
남편이 유흥업소에 간걸 알게 되니까 내가 패배자 같더라고.,자존감저하
진짜 가족이라 옆에서 보면 더 힘들어,일상
작가 준비 하느라고 집에서 안 나간 지 좀 됐어.,무기력
너 보느라 강아지 못 본 듯 미안해! 나는 요즘 페럿이 정말 키우고 싶어 귀엽잖아,일상
근데 최근에 이유없이 계속 몸이 축축 쳐지고 피곤한거야.,피로
너 배그 진짜 잘하더라,일상
모든게 짜증나.,초조함
응 떡상했더라?,일상
사람들이 제 옆을 지나다니면 너무 불안해요.,초조함
단풍 구경 가고 싶어,일상
예능 이름 인가?,일상
오! 그런 게임은 어플로는 없을까? 완전 재밌을 꺼 같아!,일상
의경 근데 진짜 힘들대.,일상
치과도 보험적용되니까 좋긴해,일상
몸살 난 것처럼 속이 미슥거리고 미열이 있어서 온몸이 덜덜 떨렸어요.,식욕저하
예전에 훈련소 어디로 갔었어?,일상
해군들 행진하는거 멋있다던데 키키 아쉽네요 키키,일상
나같은 사고방식을 가진 사람은 조금 어렵네,일상
내가 다 이겨줄게 드루와,일상
아들이 이 영화 보는 거 많이 봤자나,일상
이도 이 게임 하고 있었잖아.,일상
근데 문제는 이게 계속 걱정된다는 거예요.,초조함
응. 사실 시원하게 배드민턴 친 적이 없었어,일상
진짜 군대에선 별의별일 다있지 키키,일상
최근에 광고도 찍었더라고,일상
그리고 평점은 말 그대로 평균값이잖아,일상
처음에는 남편 탓만 하다가 이런 선책을 자초한 내가 처량하고 허무해,슬픔
사소한 일에도 감정이 좋았다가 나빴다가 하니까 버거워,초조함
딸기 먹고 싶다.,일상
봄에 특히 잠을 설쳐,불면
입맛이 아예 없어요.,식욕저하
임신한 거 죄책감 들고 허탈해,죄책감
식사량이 완전 줄어서 어지러워요,식욕저하
사는게 다그런거지 냉동식품 구비,일상
내 주변에 아무것도 없고 너무 허무해,상실감
누가 돌이라도 달아놓은 것처럼 몸이 무겁고 피로해,피로
감시 받는 느낌이 심하게 들어요,자존감저하
그 순간 화를 못 참고 어머니를 밀쳐버렸어요.,분노
서로 다아는사이고 맨날전화하고,일상
넷플에 또 재밌는 거 머 있지,일상
오 그럼 우리끼리도 내기해서 게임하자,일상
족구?,일상
근데 최근에는 우울한 기분이 계속되더라구.,우울감
쉬는 날엔 정말 아무것도 못 할 거 같아,피로
아... 인생을 즐기는군,일상
그러게 뭔가 감성을 느낄 부분들이 없어지는것 같아,일상
업무 중에는 신경이 더 날카로운 거 같아,초조함
아무것도 못하겠고 의욕이 없어서 집 치우는 것도 힘들어,무기력
나 우울해.,우울감
생선 비린내 냄새,일상
키키 키랑 무슨 상관이고,일상
저한테 관심이 없는건 괜찮은데방해를 하니까 너무 짜증 나요.,초조함
내 인생에 잃은 게 너무 많고 실패한 거 같아,상실감
시간이 잘 안나고 운동하기도 싫고 그래요.,일상
아하 키키 당근으로도 찾아봐야겠다,일상
주위에 사람이 없다는 건 우울하지.,우울감
그러다 언젠가부터 잠이 안 온다는 거야.,불면
봐 볼게 근데 유치하고 그런거 아니지...?,일상
이번주 토요일에 랑 만납니다.,일상
혀가 목구멍을 막는것 처럼 느껴져서 잠을 못 자겠어.,불면
그치 어릴 때 생각도 나고,일상
문자가 쿠션 역할을 잘 해줄까?,일상
그럼 너 신랑이 차 갖고가면 너 일 어떻게 해? 차 있어야 하잖아,일상
불안해서 편히 쉬질 못하고 있어,불안
근데 뭔가 서늘한 이 느낌 좋은 것 같아,일상
이 내년 초등 입학이라 학원을 알아봐야 하는데.,일상
연인과 연락이 중요한거 같아?,일상
또 몸이 마비되면 어떡하죠?,초조함
빨리 만나서 빨리 서로 합을 맞춰야지 그놈이 그 놈이여,일상
안 그러려고 해도 자꾸 서운해지는 것 같아,슬픔
확실히 시원해졌지?,일상
어쩌다 면접을 보러 가게 돼도 떨린 건 똑같아요.,초조함
그런 아빠 생각할 때마다 너무 안쓰러워서 밤마다 울었죠.,슬픔
잠꼬대로 대화도 해버려,불면
나도 제주도 여행 갈래 .,일상
식을 안 올린 게 그렇게 억울해요,슬픔
혼자 있으면 너무 울적해,외로움
얌 제주도에서 만난 거임?,일상
파마도 같이하고 싶긴 해 키키,일상
맞아 키키 그렇다고 줄이는 건 근데 또 어려워,일상
"그것도 그런데, 홍콩이 중국으로 반환되면서 막대한 중국 자금이 홍콩으로 유입된 탓이 크대",일상
지금 돌아보면 힘들었던데 추억이지,일상
다 때려치고 싶은 맘도 들어요.,절망감
너는 성형을 꼭 해야한다고 생각해?,일상
진짜로 매일 서러워,슬픔
얘기하면서도 또 불안하고 초조하고,불안
온몸의 살이 다 빠진 것 같아,식욕저하
궁그미 나도 가고 싶어,일상
나 초등학교 다닐 때 씨 애기였을걸,일상
하고 싶은 결혼식 로망 있어?,일상
누구 만나는 것도 다 귀찮아 졌거든.,무기력
너는 거기서 친구들 많이 만나?,일상
뭐 먹을 때마다 먹지 말라고 하니까 신경질 나 죽겠어,초조함
분명 내가 계속 바라던 일이었는데도 기분이 안 좋네.,우울감
유튜브에서 그냥 노래 부르는 거만 봐서 그래,일상
동반자살 카페에 가입했어.,자살충동
요즘 자주 슬프고 허무한 마음이 들어,슬픔
이유도 없이 조각잠밖에 못 자요,불면
에이 나는 유격이 제일 힘들었음 유격 조교들 아오,일상
조금이라도 내 손에 빨리 떨어지는 게 좋아,일상
그래 내년에는 시작하자마자 가보자,일상
눈물도 핑 돌고.,슬픔
그래서 계속 잠을 못들고 새벽 두세시쯤 잠들어요.,불면
그렇구나. 신기하네! 이따가 집에 가서 구경해야겠다.,일상
콜리 머리 좋잖아.,일상
마음은 안 그런데 화를 낼 때 더 불같이 내게 되기도 하고..,분노
나 혼자만 따로 노는 것 같아서 힘들어,외로움
부대 찌개 가 해주는 거이?,일상
애가 나 때문에 병을 얻은 거 같아서 안됐어,죄책감
나만 어디 버려져 있는 느낌이에요.,외로움
둘이 한마리 다 먹기는 처음이야.,일상
요즘 DP라는 드라마 본 적 있어?,일상
야 도대체 뭐가 모순적이라는 거야 키키,일상
좋은 곳이었는데 퇴사한 게 너무 후회돼..,죄책감
언니는 딸이랑 같이 자요?,일상
어 키키 이해가 안 되제?,일상
영어 너무 어렵잖아,일상
"이래서 뭐든 빨리,",일상
"그오빠는 카이스트였다, 키키",일상
누군가 내 인생에 희망을 주면 좋겠어,절망감
네 비슷하면 지루해서 새로운거 많이 찾아요,일상
이 방송에 나오는 사람 정말 웃기다.,일상
남편 죽었을 때 정말 세상이 무너지는 것 같더라.,절망감
아기 가지고 회사 잘리니까 내가 너무 쓸모 없는 인간처럼 느껴지더라고,절망감
이렇게 원하는데도 아기를 가질 수 없다고 생각하니까 매일이 지옥같았어,절망감
거기 사이트 주소 좀 줘봐,일상
아쉬운 점도 있었는데 괜찮더라,일상
약을 먹어도 잠이 잘 조절이 안 돼.,불면
영어로 부른 뒤로 좋긴 한데 그저 그래졌어,일상
맘고생때문에 살만 빠져,식욕저하
음식이 목으로 안 넘어가.,식욕저하
대단한 친구야,일상
요즘은 좋은 편은 아닌거같아 하하,일상
맞아 키키 아니 이도 스파크인데 꽤나 많이 들더라구요,일상
근데 거기에 매번 광고글 올리는 사람이 있어,일상
남자를 보면 불안해져요,불안
아무 이유도 없는데 울렁거려,식욕저하
회사서 받는 거는 매년 하는디 기본 검사만,일상
난 일은 만족하는데 급여가 좀 더 많았으면 좋겠어,일상
이대로 눈 뜨고 싶지 않아,자살충동
임신한 게 적응이 안 돼서 기분이 좋았다가 안 좋았다가 해,초조함
계속 안 좋은 생각만 드니까 잠이 너무 많아지는 것 같아,우울감
밥맛이 없어서 아무것도 못 먹어서 기절할 지경이야.,식욕저하
체중이 증가한 이유를 모르겠다,식욕증가
내 자신이 자꾸만 위축되는 거 같아요,자신감저하
"몸에 힘도 없고, 걍 다 싫어.",피로
키키 강제 효녀,일상
시험 실력이 제 실력인 것 같아서 요즘 진짜 자존감 막 떨어져요.,자존감저하
너희들도 가족여행 계획해 봐!,일상
기분이 하루에도 몇번씩 오락가락해요.,초조함
나 겨드랑이 제모 5회차인데 털이 계속나,일상
그냥 사사건건 다 참견하시나 봐,일상
그러니까 진짜 개 팔자가 상팔자인듯 해,일상
나 혼자서 뭘 결정하는 게 너무 힘들어요,자신감저하
매일매일 혼나는 기분이라 괴로워,죄책감
응 짧게 지나가면 좋은데 겨울도 은근히 길어서 부담 되.,일상
다른 사람이 한 실수도 내 잘못으로 느껴져,죄책감
인기가 많은 책이라서 그런가보다,일상
나두 배부르당,일상
와우! 나도 그 기사 봤어,일상
자꾸 우울해지고 집중력도 떨어져서 자꾸 까먹어,우울감
도 문제고... 학원은 어떻게 되는 건지도... 난 출근을 해야되고...,일상
그치 무서운 자연재해 중 하나야.,일상
왜 그만하면 괜찮지 않나,일상
아프긴 하지 키키,일상
자꾸 몽롱한 이유를 모르겠어요,불면
우리 아빠 전기차 타자너 아이오닉5 좋음,일상
제가 화나는 건 친구 놈이에요. 제가 얼마나 믿었는데 정말 배신감이,죄책감
남편만 생각하면 너무 내 욕심만 챙기나 그런 생각이 들어요,분노
키키 아 진짜?!,일상
"맞아, 엄청 재밌을 거 같아.",일상
여유되어서 휴직한 사람은 받고 휴직하면 못살아서 휴직도 못한사람운 못받고,일상
키키 어 진짜 놓치면 너무 아쉽다,일상
어디서 한데 결혼식?,일상
우리 누나가 너무 힘들어해,일상
"맞아, 그래서 요즘은 동물 실험을 하지 않고 나오는 제품도 있잖아",일상
결혼자금도 모아야지,일상
걱정해줘서 고맙다 동생 좋아!,일상
나의 청춘이 이렇게 지나가고 있다는 생각에 슬퍼,슬픔
그거도 그렇고 진짜 영화를 보잖아!,일상
키키 정말 대단한 것 같아,일상
혼란스러워서 잠을 못 자고 있어,초조함
막막해. 답답해. 짜증 나.,초조함
그렇게 앉아서 몇 시간을 울었거든요.,슬픔
옛날 애니 그리워,일상
가 무슨 미니멀이여... 욕심쟁이,일상
"이 말처럼 평소에는 썬크림 잘 바르고, 이미 생긴 건 피부과에서 도움 받아야 할 듯",일상
가만히 앉아있을 수가 없어서 일상이 힘들어,초조함
뒤지고 싶단 생각만 하게 돼요,자살충동
꼭 내가 급하게 쓴거는 다 줌 안쓴거는 안주고,일상
서울이야 사람들이 워낙 많이 사니까 버스 노선이 많지.,일상
나는 결국 집에 걸어서 와. 짜증나는데 안 고쳐져.,초조함
신경이 날카로워져서 과식하게 돼,식욕증가
성공한 사람들은 마인드 자체가 다르니까 군대에서도 잘 적응했을 듯,일상
공장을 이전한거죠.,일상
공휴일 덕분에 미리 맛보는 주 4일제인데 이게 뮤슨 일이람,일상
웅 프로틴은 꾸준히 먹고 있지!,일상
임신 전에는 힘든 일이 있어도 이렇게 고달프진 않았는데 지금은 진짜 마음이 약해지는 것 같아요,외로움
운동을 좀 많이 했더니 찌뿌둥하네,피로
당연하지! 허벅지 발달에 진짜 좋아,일상
맞아 연기력이 장난아니잖아,일상
요즘 잠을 통 못 자.,불면
보통은 1박 2일,일상
"그냥 불법이 아니라면, 본인의 선택이니까 우리가 관여할 필요는 없다고 봐.",일상
자존감이 없어서 혼자 있는 게 편해,우울감
제가 중학생 때 살이 진짜 많이 쪘어요.,식욕증가
친구들과 제가 너무 비교돼요.,죄책감
좀 불쾌해서 그런지 자꾸 인상을 쓰게 돼,불면
시아버지 때문에 스트레스 받아서 피곤하고 자꾸 졸려,피로
"다시, 이력서도 써야되고,",일상
있었지엄마때도 싸움 짱같은건 다 있었어,일상
입맛도 없고 무기력하니까 진짜 힘들다,식욕저하
많이 답답할 거라는 걸 알아요.,죄책감
우울감을 잘 못 느껴.,감정조절이상
막 내꺼다 나는 몇개 안먹었다 이럼서,일상
이 반갑다,일상
두 분이 저를 되게 답답해 하시는데 저도 제가 답답해요.,초조함
플라스틱에 들어가는건데 거기에 왜... 암튼 시중 음식들은 믿고 먹기 힘들어요,일상
오징어 게임 근데 엄청 호불호 나뉨,일상
아 막 원하는 머리 안해준다고 하거나 머리 가지고 혼낼때?,일상
눈물이 자꾸 쏟아져요.,슬픔
그런 거 오글거려서,일상
배가 불러온 후로 버스를 타면 사람들 시선이 너무 차갑게 느껴지더라.,자존감저하
일을 관두고 나니까 슬럼프가 온 거 같아,피로
눈 올 때 여행 가면 차 겁나 막혀 진짜,일상
마자 엄마빠랑 유대를 쌓아야지,일상
자기 전까지 계속 움직이게 돼,불면
맞아 당근 개발한 사람 돈 엄청 벌었다더라 키키,일상
자숙 하면 다인 줄 아나 봐,일상
자격지심인 거 아는데 자꾸 진 것 같은 기분이 들어서 우울한 것 같아,우울감
요즘 사는 게 치욕스러워요,절망감
대신 잘하면 더 많이 벌 수도 있는거잖니 는,일상
요즘 이거 때문에 너무 불안해.,불안
외국은 차량없이는 이동이 쉽지는 않죠,일상
라면이? 키키 무슨 라면 전체적으로?,일상
마흔 되니까 공허하기만 해.,감정조절이상
반려동물로 호랑이 사자 코끼리도 키울 수 있을까요?,일상
오오!요리좀 하게여?,일상
내가 죽어도 아무도 모를 거야.,절망감
아... 강아지도 스트레스 받는구나.,일상
남편 얼굴만 보면 양심이 찔려,죄책감
격한 운동은 하지 말라고 하니까 너무 마음이 답답해,초조함
성을 안 낼 수가 없는 것 같아,분노
우리는 지금도 피씨방인 걸...,일상
수십 번씩 일어나게 돼,불면
난 같이 절에 다니다가 요새는 그냥 그래 키키,일상
모든 사람이 나를 손가락질하는것 같아,자존감저하
그게 무슨 키키,일상
친구랑 가족들은 제가 되게 불안해 보인대요. 손도 막 떠니까,불안
나는 근데 강아지의 넘치는 사랑이 가끔 부담스러워,일상
내가 그만큼 낯선 곳에서 잘해낼 수 있을까 걱정이 되기도 해요.,초조함
전파 당해볼께 내가 볼게,일상
아버지의 강요와 억압이 너무 힘들고 싫었어요.,분노
"응, 배구는 잘 모르는데 김희진 선수는 알아.",일상
부럽지도 않아 ...,일상
헐 맞나 대박이네. 안 그래도 우리 집 수압이 엄청 약해서 짜증 났었는데 이것도 갈아줌?,일상
달에 30만 원씩 고정으로 나가고 있어 키키,일상
그럼 또 나는 엄청 걱정이 되는 거야.,초조함
일을 일부러 대충해요,자신감저하
요새는 자꾸 하는 일도 흥미적성에 맞지 않는 것 같고 열정이 그냥 식은 것 같아,무기력
아빠한테 감사 해야겠네,일상
세상이 끝난 것처럼 절망적이고 슬퍼요,슬픔
남편만 보면 가슴에 피 멍이 드는 것 같아,슬픔
신경질 부릴 때 막 울기도 해,초조함
처음에는 제 미래가 너무 막연하게 걱정돼서 그랬거든요.,초조함
세트 아니냐,일상
일하는 것도 너무 귀찮아,우울감
봄엔달래들어갓엇는데,일상
몇 번이나 자살 시도를 했는데 다 실패해서 더 우울해.,우울감
저녁에 타면 시원하고 좋을 거 같은데 나름 낭만 같은 것도 있을 듯,일상
나도 시력 안 좋음,일상
사람들 의견이 그거임,일상
그리고 스트레칭 하는 거 잊지 말고!,일상
밥이 꼭 있어야 해 키키,일상
사는 게 무의미해,상실감
내 편을 들어주는 사람이 단 한 명만 있어도 행복할 거 같아.,외로움
밤엔 보일러 틀고 자야 돼요,일상
날씨에 따라서도 다르지,일상
어디서 하시나요?,일상
좋아하는 예능 프로그램 있어?,일상
잘했네 꼭 가려줘야해 썬크림 덕지 덕지 바르고,일상
잠 좀 자고 싶어 제발. 너무 힘들어.,불면
유치부 매일반은 없고 4번가고 16만원이죠,일상
그리고 저희집이 저층이라 나무들이 많아서 그런거 같기도해요,일상
앗... 하긴 나 이제 티빙 안해서 처음부터 못본다...,일상
최소한의 훈련을 받으면서 가끔씩 훈련에 참여하는 건 어떨까?,일상
차 있는데도 안데려다줘?,일상
시어머니 때문에 힘 빠져,피로
중증근무력증 때문에 희망이 안 보여.,절망감
자는 것도 그냥 눈만 감았다 뜨니까 더 힘들어,불면
어쩐지 갑자기 우울하더라,우울감
여친한테 부럼움 받고 있어요,일상
그거 조토끼 나온건가?,일상
흐음 하나도 없을걸,일상
내가 졸지만 않았어도 업무 성과가 더 좋았을 거 같아,죄책감
야 다 그러고 사는 거야 사람이란 게,일상
엄마가 돌아가시고 우울감이 심해졌어요.,우울감
내가 진짜 엄청 신경 썼는데 한순간이더라고,일상
사모님이 몇 세신데?,일상
