utterance,intent
교수님이 너무 원망스러워요.,분노
"아무한테나 화를 내는 건 아니고, 불의를 보면 분을 못 참겠어.",분노
결혼하고 나서 계속 우울했어.,우울감
엄마 때문에 힘 빠져,피로
불안하니까 책이 눈에 안 들어와,불안
남편이 요즘 왜 이렇게 말이 없냐고 자꾸 말을 시켜서 짜증나.,초조함
뭐 입고 가지?,일상
근데 실제로는 그러지 못 하니까 그냥 너무 속상해.,슬픔
왜 우울하지,우울감
누가 소리를 지르면 불안한 마음이 들어,불안
인상이 좋더라,일상
그래서 그런지 요즘 부쩍 짜증이 많아졌어요.,초조함
정리 불가,일상
피곤할 떄 오히려 더 얕게 자는 것 같아,불면
자기 말은 기억 못하고 나만 혼내는 사람 어떡해?,일상
십년감수했어,일상
사고 터질 거 같은 느낌,불안
모르는 사람들이 페친 신청해,일상
실화냐 진짜,일상
꽃꽂이 배우는 중,일상
진짜 막막하다,절망감
까칠해지고..불만도 많아지고..,분노
뇌가 멈춘 거 같은 기분이야,집중력저하
회사에서 눈치 주니까 내가 죄인처럼 느껴져,죄책감
근데 그거랑은 별개로 저 자체가 되게 무기력해졌어요.,무기력
호르몬이 이상한지 눈물이 나,슬픔
다 잃은 기분이 들고 자괴감도 심해요,상실감
일만 겨우 하고 그 뒤엔 아무것도 못 하겠어,피로
절망적인 생각만 자꾸 들어요,절망감
밥도 하기 싫어,무기력
인스턴트 먹고 죄책감이 생겼어,슬픔
직장에서 너무 괴롭혀,일상
오늘 저녁 뭐 먹을까,일상
회사에서 부당한 대우를 받는것 같아서 너무 힘들어,자존감저하
더 이상 나한테 안 왔으면 좋겠어,일상
가족조차 나를 버릴 수 있는데 내가 제대로 살긴 한 걸까 이런 허무감이 들었어.,감정조절이상
"우울감이 바닥을 칠 때, 차라리 죽는 게 낫겠다는 생각이 자주 들었어요.",우울감
일이 너무 많아서 신경이 날카로워,초조함
가족한테도 찬밥이고 회사에서도 눈칫밥이고 사는게 왜 이런 걸까,자존감저하
저도 걔네한테 잘해주고 싶은데 제 감정 컨트롤이 안 되니까,감정조절이상
근데 점점 막 걱정이 되는 거야.,초조함
슬프다는 걸 혼자만 알 수 있어.,슬픔
과하다 싶을 정도로 엄청 자,불면
너무 걱정이 돼서 요즘 식욕도 없어요.,초조함
왜 나는 편하게 잠을 자지 못할까..,불면
당장 부모님한테 말도 못 했는데 그것도 너무 걱정돼요.,초조함
너무 속상해서 소리를 질렀어요,슬픔
월급이 안 오르네,일상
남친 때문에 살찐 듯,일상
애가 너무 안 크는 거 같아서 마음이 초조하고 무거워,초조함
뒤에 모르는 남자가 그냥 걸어 오기만 해도 너무 불안하고,초조함
앞으로 그런 시부모를 두고 내 아이를 키울 생각만 하면 너무 눈물이 난다고.,슬픔
자꾸 즐거워지지 않아요,무기력
진통제까지 먹으니까 속도 안 좋아지는 것 같아.,식욕저하
남편이 듣기 싫다고 해도 어쩔 수가 없어요. 찬송가가 없으면 잠들 수가 없으니까요.,불면
모든 게 공허하네,상실감
흙이 바닥에 더럽게 흐르는데 너무 불안한거야.,불안
찌뿌둥해서 자꾸 웅크리게 돼,피로
요새 자꾸 예민해지는 건지 나쁜 생각이 계속 들어,분노
나 무시 당한 거 같아,일상
옆에 누가 있을 때면 잠드는 게 진짜 힘들어,불면
폭식하면서 지냈어.,식욕증가
다른 사업을 위해 틱톡을 넘겨준걸까,일상
그러다 보니까 또 엄청 피곤해서 낮잠을 자게 되고,피로
막상 출근하기 시작하면 이상한 사람들 많을까 봐 걱정이네.,초조함
밥 반 공기도 못 먹어.,식욕저하
임신하기 전부터 걱정이 진짜 많았어.,초조함
배가 부르면 가만히 못 있겠어,초조함
지금까지 회사에서 쌓아왔던 것들이 다 사라졌어요.,감정조절이상
잠을 못 잤을 때 내가 되게 힘들었거든.,불면
직업을 잃고 나니까 내가 너무 한심스럽게 느껴졌어,자존감저하
뒤져버리고 싶지,자살충동
살도 엄청 빠지고 맨날 온몸이 펄펄 끓고 장난 아니었어요.,식욕저하
아니 엄마도 나이가 드나봐,일상
"술도 못하고 담배도 못하는 날 두고 술, 담배 하는 게 너무 밉잖아",분노
가족 아무도 옆에 없는데 걱정이 되기도 하고 기대도 많이 돼.,초조함
왜 이리 공허하지,상실감
내 인생을 다 잃은 거 같고 자괴감이 너무 심해,상실감
힘이 딸려서 물건도 못 들겠어,불면
요즘 성격이 우유부단하게 변했음,자신감저하
여자친구가 전화를 안해,일상
스케쥴때문에 몸무게가 줄었어,식욕저하
그 선배가 아직도 자꾸 생각나고 보고싶다고.,슬픔
불을 끄면 잠이 안 와. 그냥 정신이 엄청 말똥말똥해져.,불면
힘이 달리니까 아무 것도 못 하겠어,불면
스트레스 받아서 잠이 안 오는 걸,불면
진짜 말도 안돼,일상
시댁만 가면 시어머니가 쏘아봐서 고개를 못 들겠어,자존감저하
모든 걸 다 포기하고 그때로 다시 돌아가고 싶어져,슬픔
대학 나온 거 부러워,일상
너무 힘들다,무기력
속 썩인 사람은 잘만 자는데 저는 그날 한숨도 못 잤어요.,우울감
코인노래방 가야지,일상
왜 자꾸 서러운 마음이 들지,슬픔
이유없이 자꾸 깨,불면
밖에 나가면 식욕이 뚝 떨어져,식욕저하
그런 주택 집은 매매로 사도 아파트 전세보다 쌀지도 모르겠네?,일상
말실수했다,일상
밤에 잠이 안 와. 매일 두 시간씩은 뒤척이는 것 같아.,불면
고백하고 후회하면 어떡하지,일상
누가 날 쳐다보면 초조해지면서 몸이 무거워져,초조함
감정에 변화가 없다,감정조절이상
나 자신이 바보처럼 느껴져.,자존감저하
집에 감기약 없어,일상
누가 감시하는 느낌이 들어서 핸드폰 번호를 시시때때로 바꾸고 있어요,자존감저하
자기 연민이 심해져,슬픔
그러니까 자야 하는데 자지도 못 하고,불면
바다 보러 가자고 해볼까,일상
머리 안감았더니 떡졌어,일상
너무 소화가 안 돼요,식욕저하
아침에는 머리가 멍하고 몸이 축쳐지니까.,우울감
시어머니한테 전화 오면 신경질이 나,초조함
시어머니 잘 못 만난 거 같아서 억울해,죄책감
가족들한테 말하면 다들 자기 탓을 할 것 같아서요 그건 너무 미안하잖아요.,죄책감
몸무게가 줄어서 자꾸 이것저것 주워 먹게 돼,식욕저하
며칠씩 못 잘 때는 내과에서 받아 온 약을 먹습니다.,불면
천지에 나만큼 고독한 사람은 없을 거야,외로움
스트레스 참기 어렵다,일상
북한 사람도 사람일텐데 너무 다르다,일상
지가 피해자래,일상
한복 맞출까 빌릴까,일상
신랑때문에 체중만 불어버린 것 같아,식욕증가
마음에 안 드는 짓만 해,일상
내가 제일 잘할 수 있는걸 못하니까 절망스러웠어요.,절망감
그 때만 생각하면 온몸이 떨리고 입맛도 없고,식욕저하
친구한테 소개해주고 욕만 먹었어,일상
극장만 가면 너무 마음이 조마조마해,초조함
딴 일 찾아볼까,일상
최근에 안샀더니만 키키,일상
카드할인은,일상
그러다 이번에 드디어 합격을 했는데 그냥 우울해.,우울감
사람들이 쏘아보는 느낌이 들어서 눈을 못 마주치겠어요,자존감저하
요즘 스트레스가 심해서 조마조마한 마음이 들어,초조함
신랑행동이 변해서 서운해지는 것 같아,슬픔
아무리 재미있는 공연을 봐도 통쾌하지가 않아,무기력
새 집 가기로 했어,일상
인생이 캄캄하다는 생각이 드니까 친구들도 보기 싫더라,절망감
정규직 가즈아,일상
오늘 기분은 설명이 안돼,일상
상사가 뭘 시키면 오래걸려서 저 스스로도 되게 답답해요.,초조함
집 앞에서 간단하게 서빙 알바를 하는 거였는데 진짜 너무 힘든 거야.,무기력
나도 이러기 싫은데 자꾸 건강을 걱정하게 돼.,초조함
밤만 되면 내 잘못이 하나씩 떠오르고 너무 괴로워,죄책감
매일 배 아프고 매일 입덧하고 참담해,슬픔
친구들 만나면 마음을 다치니까 그냥 만남 자체를 피하게 돼,자존감저하
계속 늘어지는 거 고쳐보고 싶은데 잘 안 되네,불면
성형 상담 받아 볼까,일상
몸살 났나봐,일상
병원 다녀오면 더 많이 자는 느낌이야,피로
한 가지 행동에 오랫동안 집중을 못 해.,집중력저하
"잠을 못 잘 때는 아침까지 못 자는데, 잘 때는 하루종일 잠만 자.",불면
날씨도 덥고 식욕이 정말 하나도 없어,식욕저하
미세먼지가 너무 많아. 하늘이 뿌옇다.,일상
혼자 있을때 절망감이 더 심하게 느껴지는것 같아,절망감
기분 구려서 다 때려치우고 싶어,불면
직장 내에서 계속 겉도는 것 같아,외로움
발작이 끝난 다음에도 계속 불안하더라.,초조함
집 예쁘게 꾸미고 싶어.,일상
나 때문에 실패한 거 같아,죄책감
회사 처음에 들어가서 일할 때는 좋았는데 졸업하고 나니까 되게 울적하더라.,외로움
하루는 토요일 밤에 자서 월요일 새벽에 깬 적이 있다니까?,피로
이유는 모르겠는데 자꾸 비참한 기분이 들어,슬픔
그냥 긴장돼,불안
자꾸만 우울해져요,우울감
결혼해야 하나,일상
제가 얼마나 외로운지 그 사람은 모르는 거 같아요.,외로움
그치? 근데 이번 달에 나가려 했는데 훈련 때메 못 나갔어,일상
진짜 짜증나.,초조함
임신을 한 게 너무 억울해,죄책감
세상에는 나와 우리 애기 둘 뿐인 것 같아,외로움
내가 너무 둘째만 신경 쓴 거 같아서 첫째가 안쓰러워,죄책감
홍반장 캐릭터는 현실에 없는 인물이겠지?,일상
전 롱배럴 사라고 해서 롱배럴 샀어요,일상
후회가 돼.,죄책감
억울하니까 너무 미워져요,슬픔
못 먹으니까 살이 자꾸 빠져버려,식욕저하
맨날 늘어져서 일도 못 하고 있어,불면
내가 좋아하는 거 모르는 거 같애,일상
친구들과 어울리고 집에 오면 너무 외로워요,외로움
누가 왜 이러냐고 물어보는 것도 스트레스야. 맨날 넘어졌다고 할 수도 없는 노릇이고,초조함
"속상하고, 기분이 안 좋았어요.",슬픔
빵 한 개만 먹어야지,일상
미궁 속을 헤매는 느낌이야,절망감
자는 게 어려워서 미칠 지경이야,불면
너무 빡쳤어요.,분노
자꾸 마음을 다치니까 혼자 있는게 차라리 편하다는 생각이 들더라,자존감저하
점심 시간에도 입맛이 없더라구요,식욕저하
"답답하고 불안한데, 다른 사람도 죽이고 싶었어.",불안
사람들이랑 회의하다가 욱할 때가 너무 많아졌어,초조함
엄마 아빠가 너무 눈치 주니까 나도 힘들어.,자존감저하
차 소리만 들어도 가슴이 울렁거려,불안
샤워가운 완전 유용해,일상
번호 달라고 해볼까?,일상
마음을 추스르는 걸 못하겠어,슬픔
"전남편이랑 이혼하고, 너무 힘들었어요.",무기력
이유없이 죽을 것 같은 불안감이 있었어.,불안
임신초기라서 그런가 계속 우울하고 늘어져요,우울감
아기 성별 나오고 시어른들 시선이 곱지 않았어.,자존감저하
유기견 입양하려고,일상
개인적인 일도 다 시켜,일상
부모님 이혼문제로 속에서 화가 났는지.,분노
나도 한심스럽고 남편도 너무 미워.,분노
손님이 짜증을 내면 순식간에 기분이 가라앉으면서,우울감
계속 깨나는 이유도 모르겠어,불면
학원강사 하려고 유학까지 간게 아닌데 너무 우울하네요.,우울감
그래서 외출을 하면 너무 피곤해요.,피로
실수 한 번 없이 완벽하게 일한다고 칭찬받는 게 기분 좋은 일인데 난 하나도 기분이 안 좋아.,우울감
눈이 계속 뻑뻑해,일상
이 절망 속에서 못 나올 것 같아,슬픔
친구라고 생각했는데,일상
현실적으로 그럴 수 있을 것 같지 않아서 너무 우울해.,우울감
비트코인 망함 한강 가자,일상
어떨 땐 아빠가 자고 있을 때 불이라도 지르고 싶더라.,분노
내 인생 정말 하찮구나,절망감
기분이 계속 뾰족뾰족한 것 같아,식욕저하
하루 종일 안절부절하고 몸도 무거워서 침대에서 일어나기도 힘들어,초조함
나 혼자 여행 왔는데 괜찮네,일상
남는 자리가 있냐고 전화 거는 것도 힘들어서.,무기력
평일도 혼자 주말에도 혼자라 점점 힘이 없어지는 것 같아,무기력
말 잘하고 싶어,일상
인간 쓰레기 같이 느껴져서 괴로워,자존감저하
"부랴부랴 애들 둘을 입원시켰는데, 그때부터 가슴이 계속 벌렁벌렁해.",초조함
차만 타면 왜 이렇게 찌뿌둥하고 피곤한지 모르겠어,피로
남들은 건강해 보인다는데. 오히려 다 끝나고 나니 기분이 좋지 않아요.,우울감
내가 잘못했다는데 뭔지 안 알려줘,일상
첫째 아이한테 신경을 못 써주니까 미안해서 울게 돼요,슬픔
억장이 무너지는 것 같아,슬픔
몸이 안 좋을 때 그렇게 내가 불행한 것 같아,슬픔
나도 하루 반 공기 정도.,식욕저하
그 말 듣고도 화났는데 뭐 어떻게 할 수가 없어서 참았지.,분노
사람한테 데여서 내가 다 정리했는데 왜 이렇게 허전하고 스트레스 받는지 모르겠어,우울감
요즘에 왜 이렇게 만사가 다 귀찮고 신경쓰기가 싫어지는지 모르겠어.,무기력
바나나 먹어야지,일상
시부모님이랑 같이 지내는데 집안일을 하다가도 어떻게 나한테 그럴 수 있는지 화가 나서 일도 못하겠고.,분노
왜 나한테 피해를 주냐고,일상
시부모님이 살 쪘다고 잔소리 해서 짜증나,초조함
모든 게 다 꼬여버린 것 같아.,절망감
"아, 요즘 진짜 다리 걱정 때문에 죽겠어.",초조함
너무 예민해져서 지칠 정도야,초조함
기다림이 습관이 됐나봐,일상
왜 먹고 싶지가 않지?,식욕저하
가족들도 나한테 차갑게 구니까 너무 힘들어,자존감저하
왜 이런 일이 일어날까,일상
새로운 공부 시작해도 될까,일상
이직해도 될까,일상
너무 억울해서 가슴을 치기도 해,죄책감
근데 동생의 모습을 옆에서 지켜보니까 저도 힘들더라구요.,죄책감
결혼 또 한 거 가끔 후회하기도 해.,죄책감
잠 안 와서 밤 꼬박 새고 회사 가면 몽롱한 상태에서 일하는 것도 미치겠고이대로는 못 살 것 같아요.,불면
좋은 아침,일상
대기업에 취직하고 싶어,일상
찬 바람을 쐬도 전혀 가뿐하지가 않은 것 같아,불면
왜 답장을 안하지,일상
유산하고 아기가 안 생기니까 점점 임신을 포기하게 됐어,절망감
진짜 세상이 무너지는 것 같더라.,절망감
근데 낮에 자꾸 쳐지는 느낌이 들어요.,피로
맨날 만나는 게 손님 아니면 사장님이라 외롭다는 생각이 부쩍 많이 들어.,외로움
여행 계획 세워야지,일상
밤마다 우울한 기분이 나를 덮쳐.,우울감
지금도 그 때 자살시도 한 거 후회하고 있는 걸요.,죄책감
예쁜 옷 입던 시절로 돌아가고 싶다,슬픔
세상에 나만큼 불쌍한 여자가 없는 것 같아,슬픔
인생 헛산듯,일상
우울해서 죽고 싶어.,우울감
주체가 안 돼.,감정조절이상
어디서부터 뭐가 잘못된건지 어떻게 해결해야될지 막막하네요.,절망감
가슴이 찢겨지는 것 같아요,무기력
넌 고민이 뭐야,일상
체중이 6키로나 줄었어요.,식욕저하
씻는 것도 귀찮다,무기력
불안이 심해서 요리를 못 하겠어,불안
마음에 평안이 왔으면 좋겠다,불안
임신 태교 책을 읽어도 다 거기서 거기라 이제는 다 전부 흥미가 사라져,무기력
한 시간 자고 깨니까 정신을 못 차리겠어,불면
세상에 저 혼자만 있는 거 같아요.,외로움
그리고 식욕이 없어지고 식사량도 엄청 줄었어요.,식욕저하
냄새안나구,일상
미간을 찌푸리고 일어나요.,초조함
아무튼 그렇게 스트레스를 좀 많이 받았는지 요즘 너무 힘들어.,무기력
매일 사업을 접어야하나 걱정뿐이야.,초조함
꿈을 잃으니까 아무런 계획을 세우고 싶지 않더라고,절망감
이력서 광탈 중이야,일상
입고 나갈 게 없어,일상
그래서 남편이 잠깐만 자리를 비워도 마음이 조마조마해.,초조함
이런 나라에서 태어날 아이만 생각하면 안타까워서 눈물이 나는 거야,슬픔
낮 시간대에 적적함을 느껴,외로움
출근을 해도 압박감이 심해서 일이 제대로 안 돼요,불안
또 퍽 그렇게 죽고 싶고..,자살충동
"원하지않게 일을 쉬게 돼서, 갑자기 너무 불안해요..",불안
슬럼프 때문에 밤에 잠도 못 자는 정도야,피로
약 챙겨 먹어야지,일상
요즘 자존감이 진짜 땅바닥을 기어다니는 것 같아.,자존감저하
버스를 탔는데 사람이 많으면 너무 불안해.,초조함
아예 굶어 죽으려고 폐가에서 아무 것도 안 먹고 지내고,자살충동
가슴이 벌렁거리니까 잠도 안 와,불안
대학교 1학년 때부터 기운이 하나도 없고 머리가 자주 아팠어요.,피로
긴 머리 관리 어렵다.,일상
키 왜 안 크지,일상
카톡을 감시하는 느낌이 들어서 대화도 제대로 못하겠어,자존감저하
별거 아닌 일에도 쉽게 짜증이 나더라.,초조함
빚이 있어서 불안해,불안
뭔가 내 몸에 이상이 생긴 건가 싶었어요. 병원에 가야 하나,초조함
이때부터 내스스로를 조절하기가 어려워 치료를 받아야겠다는 생각을 했어.,감정조절이상
미세먼지 또 나쁨,일상
실수가 없는 편이예요. 사람들에게 인정은 받는데 정작 나 자신은 괴로워요.,무기력
한 번 뛰어내리면 영원히 끝나잖아,자살충동
진짜 앞으로 어떻게 해야 할지 너무 막막해.,절망감
가까운 사람들에게 화만 나고 내가 뭐 하는 건가 싶어,분노
짜증이 많아져서 괴로워,초조함
억울하기도 해.,슬픔
성격 느긋해 보인다는 소리를 많이 들어,자신감저하
불면증 때문에 오히려 낮에 피곤함이 몰려와,불면
유방암인 건 아닐까 많이 걱정 됐어요.,초조함
그 자식은 부모 자격이 없어.,분노
그래서 그런지 공부 하는 게 영 재미가 없어.,무기력
나이들면서 눈물이 많아졌어,일상
불 같이 화를 내다가도 왜 이렇게 살아야 하나 그런 생각이 들어,분노
나도 내 머리가 좋지 않은 걸 아니까 한숨만 나오지.,자존감저하
생활이 제대로 안 될 정도로 불안해,불안
내가 얼마나 멍청한 지 깨닫게 해준다는 거야.,자존감저하
회사 때문에 너무 피곤하고 멍해,피로
직장 관두고 나니까 잠이 안 와요,불면
놀아줘,일상
그게 너무 힘들어요.,무기력
둘 중 하나 고르는 것도 어렵다,자신감저하
능력 없는 인간 같아서 죄송하고 괴롭네요,자존감저하
몸에 기운이 하나도 없고 축 처져서 아무것도 못 하겠어,피로
시계 초침소리도 신경쓰여서 잠을 못 잔적도 많아.,불면
별것도 아닌 거 가지고 트집잡는 사람 어떡해?,일상
식욕저하로 밥냄새 맡는것도 싫은 느낌이야.,식욕저하
세상 무너지는 기분이 들어,슬픔
키키 야 그게 대처 방안이냐?,일상
살아갈 이유가 없어. 누가 나를 죽여주면 좋겠어.,자살충동
"너무 답답하고, 미치겠어.",초조함
이미 과체중이라 글러먹은 것 같아,식욕증가
밥 먹었니,일상
생각이 많아서 잠드는 게 어려워,불면
사람들이 미운게 아니라..제 자신이 미운거예요.,죄책감
너무 초조하고 불안하고 땅을 밟고 있는 느낌이 안 들고.,초조함
집에 오면 울기도 하고 그랬었어.,슬픔
동물관련 뉴스만 보면 그렇게 분노가 막,분노
뭐든 게 지루하고 시간이 너무 느리게 가는 것 같아,무기력
하루 웬 종일 걱정만 하고 앉아있는 거 같아,초조함
잠이 평소보다 더 늘어났어.,피로
신랑 때문에 감정기복이 너무 심해졌어,초조함
스트레스를 풀 수도 없고 자꾸 기분은 안 좋으니까 뭔가 부수고 싶더라,외로움
밤에 잠도 잘못자고 그래서 몸무게도 되게 적어요.,불면
이제 그만 불안해하고 싶어,불안
나한테 냉소적이게 대하는 이유를 모르겠어.,자존감저하
내일 기숙사 들어가,일상
가을만 되면 잠을 계속 설쳐요,불면
경력이 단절돼서 자존감이 떨어졌어,우울감
눕자마자 잘 거 같아,일상
시댁이랑 부딪히는 일이 많아져서 넘 피곤하고 졸려,피로
셀프웨딩 힘든만큼 보람될까?,일상
여자친구가 혼자 여행 가보고 싶다는데,일상
계속 침울하니까 혼자 일기 써,우울감
최근 들어서 집중하기가 어려워졌어요,집중력저하
아무리 생각해도 문제될게 없는데 요즘 다시 불면증이 생겼어.,불면
좋은 관계란 뭘까,일상
그렇게 열심히 관리했는데도 수술해야 한다는 소리 들으니까 세상 무너지는 것 같았어,슬픔
너무 허망해서 정말 죽고 싶다는 바보 같은 생각도 들었어,슬픔
감정의 기복의 커져서 사소한 일로 화가 벌컥 나면 통제가 안 돼요.,초조함
미세먼지 심하대,일상
그러다 보니까 엄청 피곤하긴 한데 뭐 어쩔 수 없지.,피로
그래도 뭐 어쩌겠어. 힘들지만 하긴 해야겠지.,무기력
임당 왔는데 다 내가 잘못해서 생긴 병 같아,죄책감
남친 승진 선물 추천,일상
병원에서도 미혼모라고 흉보는 느낌이 들더라,자존감저하
그래서 가끔 생각이 막힌 것처럼 이러니까 자괴감 들고 그래요.,죄책감
우울한 게 통제가 안 돼,우울감
식구들도 내 마음을 짓밟는것 같아서 자존감이 더 떨어지는것 같아,자존감저하
내가 모든 사람들 배신한 기분이야,죄책감
오빠 신혼집 때문에 속상한 것도 있었어요.,슬픔
그래서 엄청 피곤해서 쓰러질 것 같을 때만 수면제 조금씩 먹어.,피로
한문장을 몇십분씩 쳐다보고있어요.,집중력저하
노산이라 힘 빠지고 우울해,우울감
가족끼리 키키 고생했다고 키키,일상
그 때 정말 너무 놀라서 울면서 집에 왔거든.,슬픔
그냥 날밤 새야 할 것 같아,불면
우울한 것보단 잠만 자는게 편하네요.,우울감
내 신세가 한탄스러워서 맨날 눈물만 나고,슬픔
카페나 갈까?,일상
아무리 좋은 생각을 해보려고 해봐도 절망감에서 헤어나올 수가 없어,절망감
안절부절하고 피곤해서 혼자서 밥도 못 챙겨먹고 있어,초조함
머리 깎아야지,일상
벚꽃 예쁘다,일상
밥맛이 너무 없어서 못 먹고 잠만 자요.,식욕저하
자꾸 미국에 있는 친구들이 생각나고.,슬픔
애가 자꾸 갈비뼈 근처에서 안 내려와서 마음이 초조하고 무거워,초조함
물배달 시켜야겠다.,일상
하루에 15시간 정도 자는데.,피로
신랑이 말 할 때마다 쥐어박고 싶어,분노
미세먼지 지수 뭐야?,일상
그래 너 볼일 없으면 차 두고 집부터 걸어가면 좋지,일상
기댈 곳 하나 없이 세상에 저만 남겨진 기분이고...,외로움
그럴 때마다 허락 아닌 허락을 받으려고는 하는데 좀 속상해.,슬픔
이혼하고 칠흑같은 어둠에 갇힌 느낌이야,절망감
아무 이유 없이 초조하고 숨이 차,초조함
절대 안정을 취한다고 아무것도 안 하니까 진짜 재미있는 거리를 못 찾겠어,무기력
이렇게 심하게 졸리고 피곤할 수 있는 거야?,피로
예비 시어머니가 이상해,일상
나 내장비만이래,일상
슬프고 절망적이어서 미칠 것 같아요,슬픔
이 바보탱이,일상
며칠 전에 다시 만났는데,일상
첫째가 자꾸 사고를 쳐서 힘이 없어,피로
임신 중 식욕이 떨어질 수가 있어?,식욕저하
이 회사는 나만 일하는 것 같아,일상
그래도 여전히 우울한 마음이 들긴해요.,우울감
남편이 전화를 안 받으면 무서워요,불안
"아무도 내 말을 귀담아듣질 않아요. 죽고 싶다고 하면 힘내라, 그렇게 말해요.",자살충동
35주차라 그런가 잠도 안 오고 우울해진다,우울감
나는 진짜 스스로한테 욕을 제일 많이 하는 거 같아,죄책감
그래서 그 당시처럼 두려워서 자주 울게 돼요.,불안
입덧 시작하니까 너무 우울해지고 아무것도 못하겠어,우울감
책 선물해야지,일상
쫄면 생각나,일상
억울하니까 눈물만 나네,슬픔
폭언하는 사람 어떻게 해?,일상
자존감이 계속 낮아지는데 어떡하지?,우울감
이거저거 막 사고 싶어.,일상
점점 잠을 못자는 날이 늘어났어요.,불면
나 노트북 사줘,일상
멍하니 앉아서 바깥 쳐다보면 내 신세가 너무 처량하게 느껴져요.,슬픔
아무도 믿을 수 없고 그냥 혼자 있는 것 같아,외로움
배가 안 고파. 한두수저 먹으면 정말 손을 놓고 싶다니까.,식욕저하
나처럼 나쁜 사람이 또 있을까?,죄책감
티 안 나게 나 싫어해,일상
혼자 집에 있을 때 그렇게 쓸쓸할 수가 없어,외로움
차라리 지금 인생이 끝났으면 좋겠어요.,자살충동
홈쇼핑에서 자꾸 사게되네,일상
항상 당당하고 싶어,일상
상 받으면 좋겠지?,일상
내가 하찮아 보여,자존감저하
오늘 화장 떴어,일상
누워 있느라고 바깥도 안 나가,피로
꽃꽂이 배우니까 좋다,일상
요즘 내가 할 수 있는 일이 집안일 밖에 없다는 생각만 들어.,자신감저하
집 망한 거 같은데,일상
나만 시간이 안 가는 거 같아,초조함
그럼 걱정 거리가 잔뜩 생각나.,초조함
남편이 일 다 하는데도 신경이 곤두서있어,식욕저하
몸에 힘이 쭉 빠지고 도무지 일어날 힘도 안 생기고,피로
기형아 검사 잘못된 게 다 내 탓 같고 너무 수치스러워,죄책감
너무 바쁘다 보니까 정신도 못 차리겠다,불면
내가 너무 쉽게 보였나?,일상
다행히도 그날은 울진 않았는데 모르는 사람 앞에서 갑자기 울면 어떡하나 걱정이 커요.,슬픔
블랙박스 제대로 찍혔을까,일상
전화해야 되나,일상
"새벽 4, 5시면 깨.",불면
오래된 게 좋겠지,일상
양수가 모자라다는데 다 내 잘못이야,죄책감
외로워서 원나잇도 많이 하고 그랬거든요.,외로움
아기 갖고 직장을 잃으니까 삶에 대한 희망이 없어졌어,절망감
왜 자꾸 겉돌게 될까,외로움
학교는 가야 하니까 베지밀 하나 먹었거든요.,식욕저하
조마조마해서 회사 출근하기도 힘들어,초조함
집들이고 뭐고 다 귀찮다,일상
뭘 잘해나갈 자신이 없어요.,자신감저하
고구마만 먹고 다이어트 해야지,일상
나 무시하는 사람 짜증나,일상
비트코인 날림,일상
담배 피우지 말걸,죄책감
물론 지난 번에 지나가는 개 보고 한 번 울긴 했어.,슬픔
갤럭시보다 아이폰이 훨씬 좋아,일상
짜증을 주체할 수가 없으니까 다른 사람을 막 때리려고 해,초조함
내가 예민하게 반응하는 거 때문에 미치겠어,초조함
처음에는 임신만 하면 다 괜찮은 줄 알았는데 새삼 너무 고독해져,외로움
끝나면 좋을 줄 알았는데.,일상
직장이 맘에 든적이 없는 거 같애,일상
내가 많이 부족한가,일상
왜 맨날 밥을 안 먹어 얼렁 머거,일상
다른 애들은 신입생이라고 다 행복해 보이는데 저는 걱정만 됐거든요.,초조함
체해서 죽겠네,식욕저하
사진 찍는 알바인가?,일상
어디서든 섞이지 못하고 있어요,외로움
신경 써야 할 게 너무 많아서 진짜 비참해지는 것 같아,슬픔
제가 회사생활을 잘 못해왔나 싶어서 회의감이 들었어요.,슬픔
밤에는 계속 잠을 못 자서 매일 학교에서 잤어.,불면
조금 투덜댔더니 훅 하고 가버리더라,분노
참고 다녀보려고 했는데 너무 힘들 거 같아.,무기력
아침에 너무 멍해요,우울감
자격지심 때문에 너무 힘들어요,우울감
소개팅 하고싶다,일상
볼 때 마다 속이 부글부글 끓어.,분노
힘들때나 스트레스 받을때면 우울해지곤 했는데.,우울감
살이 너무 빠지니까 미쳐버리겠어요,식욕저하
마음은 초조한데 몸이 너무 피곤하니까 아무것도 못하겠어,초조함
그래서 그때가 불면이 제일 심했었어요.,불면
그때부터 우울해졌어.,우울감
누굴 닮아서 그런건지,일상
내가 잘못하지 않은 일에도 자꾸 죄책감이 느껴져,죄책감
나 완전 비만됐다,식욕증가
피곤해서 잠에서 깨도 깬 것 같지가 않아요,불면
해도해도 모르는게 왜 이렇게 많지,일상
내가 너무 예민하게 반응하니까 친구들한테도 연락을 안 하게 돼,초조함
하고 싶은데 키키,일상
키키 맞아 바로 4학년부터 가는거냐,일상
몸무게 심하게 불었다,식욕증가
그 사람 성격에 성장할 아이들이 너무 걱정이었어요.,초조함
눈이 안 떠져,일상
왜 이제 찾는걸까?,일상
어제는 어디 아파트에서 뛰어내릴지 생각하고 있더라고.,자살충동
인생 마감하고 싶은 기분이야,자살충동
마음이 힘드니까 잠을 못 자게 된 것 같아,우울감
우리 강아지 지금 개춘기 온 것 같다...,일상
"식구들, 친구들이랑 다 떨어져서 지내려니까 너무 힘들어.",무기력
오히려 아이가 울 때마다 짜증을 내고.,초조함
